id,belongs_to_collection
91586,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/fct5wsWu6niDIGRIC4aWEsN5Npa.jpg', 'backdrop_path': '/lBtXKcC8l2kVPW7prMJBZELvvS9.jpg'}"
195757,"{'id': 269190, 'name': 'The Ultimate Collection', 'poster_path': None, 'backdrop_path': None}"
129734,"{'id': 243811, 'name': 'Paradise Trilogy', 'poster_path': '/voylusyFQZJV3DsDH7sJIZZxe7c.jpg', 'backdrop_path': None}"
220714,"{'id': 419784, 'name': 'Masti Collection', 'poster_path': None, 'backdrop_path': None}"
81996,"{'id': 398758, 'name': 'Action Pack Bandit Films Collection', 'poster_path': None, 'backdrop_path': None}"
24331,"{'id': 88574, 'name': 'Scanners Collection', 'poster_path': '/k5fcdW17cUNbyUVWqGu0Uc8QszN.jpg', 'backdrop_path': None}"
33305,"{'id': 88574, 'name': 'Scanners Collection', 'poster_path': '/k5fcdW17cUNbyUVWqGu0Uc8QszN.jpg', 'backdrop_path': None}"
167032,"{'id': 10455, 'name': ""Child's Play Collection"", 'poster_path': '/50aqbDvbOtdlZrje6Qk4ZvKM7dM.jpg', 'backdrop_path': '/AAhYXBVIEl6WgQnzfBsauTIC25.jpg'}"
1803,"{'id': 161314, 'name': 'The Angel Collection', 'poster_path': '/q52KwBiFKkXKqVKb8t2Ob68mBxS.jpg', 'backdrop_path': None}"
109451,"{'id': 177467, 'name': 'Cloudy with a Chance of Meatballs Collection', 'poster_path': '/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg', 'backdrop_path': '/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg'}"
51985,"{'id': 140910, 'name': 'All Dogs Go to Heaven Collection', 'poster_path': '/yzuYenLnjAHbTPeu7DLAySbcNGi.jpg', 'backdrop_path': '/5JaMQn0PtPWGDIeGV8oqXSvJDKk.jpg'}"
119893,"{'id': 25542, 'name': 'An American Girl Collection', 'poster_path': '/5JpcRXXuFSgYUgtSKvcdQE9LaMS.jpg', 'backdrop_path': '/1jt2T8oHR1NlzXr7TmSp0Ly9m9D.jpg'}"
106747,"{'id': 210006, 'name': 'Machete Collection', 'poster_path': '/7kN9MY7htPG0sI598VJK2pB6zEs.jpg', 'backdrop_path': '/vURYjEnOd8if3juhZh6HRcTJs7T.jpg'}"
38273,"{'id': 90031, 'name': 'Inner Sanctum mysteries', 'poster_path': None, 'backdrop_path': None}"
64078,"{'id': 90031, 'name': 'Inner Sanctum mysteries', 'poster_path': None, 'backdrop_path': None}"
64076,"{'id': 90031, 'name': 'Inner Sanctum mysteries', 'poster_path': None, 'backdrop_path': None}"
18167,"{'id': 121195, 'name': '9½ Weeks Collection', 'poster_path': '/kx0VUFPvAMTesOY1ymkxbBJAmQL.jpg', 'backdrop_path': '/lwajd7A0z7WQ132S0sot6YjFzBU.jpg'}"
39468,"{'id': 374512, 'name': 'Godzilla (Millennium) Collection', 'poster_path': '/v9fV11I7KVP9xa6UWvW2YlGtErD.jpg', 'backdrop_path': '/hhUQwi9Z7wE2kwwC1AM1AE418oU.jpg'}"
39264,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}"
29941,"{'id': 462565, 'name': 'The Secret Garden Collection', 'poster_path': '/zy16gzORcFshGK3oE9W6dhQ8yRZ.jpg', 'backdrop_path': '/tpNVr5BikRH4tkNJPbYM6Q9yD1a.jpg'}"
36214,"{'id': 171732, 'name': 'Mothra Collection', 'poster_path': '/kMSObvrtL3skfmcF7QshfRMy2Po.jpg', 'backdrop_path': None}"
39466,"{'id': 374511, 'name': 'Godzilla (Heisei) Collection', 'poster_path': '/A25nYpiBlYlGdJSuAfN9oJ9Li39.jpg', 'backdrop_path': '/4Y5IXrcWuK1wA3PbeNU5y6Qd3zF.jpg'}"
64077,"{'id': 90031, 'name': 'Inner Sanctum mysteries', 'poster_path': None, 'backdrop_path': None}"
36212,"{'id': 171732, 'name': 'Mothra Collection', 'poster_path': '/kMSObvrtL3skfmcF7QshfRMy2Po.jpg', 'backdrop_path': None}"
36247,"{'id': 171732, 'name': 'Mothra Collection', 'poster_path': '/kMSObvrtL3skfmcF7QshfRMy2Po.jpg', 'backdrop_path': None}"
208134,"{'id': 17178, 'name': 'Jackass Collection', 'poster_path': '/olpnvtLgoScLiCg3YHJ3f27F98f.jpg', 'backdrop_path': '/lidPLbyE1JCUacEDOzkTCncCPBL.jpg'}"
19658,"{'id': 259256, 'name': 'Race Collection', 'poster_path': '/AhWQp7QskpVwNjlqNMMBu4FTbaM.jpg', 'backdrop_path': '/6IGJVSafLNIVFUCXnWcrc5NixZQ.jpg'}"
76338,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/yw7gr7DhHHVTLlO8Se8uH17TDMA.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}"
39469,"{'id': 374512, 'name': 'Godzilla (Millennium) Collection', 'poster_path': '/v9fV11I7KVP9xa6UWvW2YlGtErD.jpg', 'backdrop_path': '/hhUQwi9Z7wE2kwwC1AM1AE418oU.jpg'}"
12636,"{'id': 374512, 'name': 'Godzilla (Millennium) Collection', 'poster_path': '/v9fV11I7KVP9xa6UWvW2YlGtErD.jpg', 'backdrop_path': '/hhUQwi9Z7wE2kwwC1AM1AE418oU.jpg'}"
146304,"{'id': 243598, 'name': 'The Best Man Collection', 'poster_path': '/8bFCMCJ6rlOzkgVFk3v54Mmkbs9.jpg', 'backdrop_path': None}"
41498,"{'id': 23456, 'name': 'One Piece Collection', 'poster_path': '/nvAPotUDNcKStSOv2ojGZBNOX8A.jpg', 'backdrop_path': '/3RqSKjokWlXyTBUt3tcR9CrOG57.jpg'}"
176983,"{'id': 23456, 'name': 'One Piece Collection', 'poster_path': '/nvAPotUDNcKStSOv2ojGZBNOX8A.jpg', 'backdrop_path': '/3RqSKjokWlXyTBUt3tcR9CrOG57.jpg'}"
13293,"{'id': 279445, 'name': ""China O'Brien Collection"", 'poster_path': '/xjDImequBMIj7PkueGsQ2k3r4In.jpg', 'backdrop_path': None}"
101299,"{'id': 131635, 'name': 'The Hunger Games Collection', 'poster_path': '/ttbKy12hDjSHQcM7sCoeW1WsDlW.jpg', 'backdrop_path': '/zWiiLNg8yXv0he3tCH6XignPaYV.jpg'}"
57158,"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}"
204435,"{'id': 246091, 'name': 'Krrish Collection', 'poster_path': '/h5lAktTIgcTyTrMMAY6Fa5mZ6Mh.jpg', 'backdrop_path': '/5LPLQgoIY2n0PDCEaOPUQuFksUV.jpg'}"
109445,"{'id': 386382, 'name': 'Frozen Collection', 'poster_path': '/dIaff79mnD2rf1LGkUfWYyZUSZj.jpg', 'backdrop_path': '/vZiqhw6oFoMlHSneIdVip9rRou2.jpg'}"
31297,"{'id': 160677, 'name': 'Ninja, Band of Assassins Collection', 'poster_path': '/jZ9wA4Cr1UeCZSBz3Uz3XaLo7dr.jpg', 'backdrop_path': None}"
21930,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}"
16692,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
16693,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
134366,"{'id': 135466, 'name': 'Grave Encounters Collection', 'poster_path': '/1vLfiFfyJp95vpPDUfH3kRMxn5G.jpg', 'backdrop_path': '/9gKwnJbPjY65EVb5oFlbmY4qF2p.jpg'}"
75629,"{'id': 210303, 'name': 'Rebuild of Evangelion', 'poster_path': '/9PYc1kLfWTjIWNgFcEpqSOn8MU3.jpg', 'backdrop_path': '/7XNGejHMPhWpniAmXmDUslXXcwC.jpg'}"
214597,"{'id': 230161, 'name': 'Fright Night (Reboot) Collection', 'poster_path': '/j552uoYU3B45mIHLPBorkdoW0Mr.jpg', 'backdrop_path': '/9N1PbMkYJ5Zn2suUSHt38lAJnkD.jpg'}"
22899,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}"
16985,"{'id': 86024, 'name': 'Legally Blonde Collection', 'poster_path': '/kupFjC97HLSqG5CX47NsTJNEyAs.jpg', 'backdrop_path': '/aabPyPAA6E8hJ7tUipwunr3Itzb.jpg'}"
18510,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
18511,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
107916,"{'id': 418219, 'name': 'Carmina - Colección', 'poster_path': '/6wvV8rtJZifXancPwHwvzd1j6ul.jpg', 'backdrop_path': None}"
54283,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
43967,"{'id': 354164, 'name': 'Lamù Collection', 'poster_path': None, 'backdrop_path': None}"
18624,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
40897,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54265,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54272,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54274,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54273,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
20986,"{'id': 23453, 'name': 'Tengen Toppa Gurren Lagann Collection', 'poster_path': '/nWFJscY0ARh8iuvCg1uoUVYmf8K.jpg', 'backdrop_path': '/izIVqHBVyzgi8FDXBXRTleyjWbc.jpg'}"
23452,"{'id': 23453, 'name': 'Tengen Toppa Gurren Lagann Collection', 'poster_path': '/nWFJscY0ARh8iuvCg1uoUVYmf8K.jpg', 'backdrop_path': '/izIVqHBVyzgi8FDXBXRTleyjWbc.jpg'}"
18269,"{'id': 97460, 'name': 'Lady and the Tramp Collection', 'poster_path': '/fvk72hTShONXVDDSdoTEVm7DJh0.jpg', 'backdrop_path': '/8YIec6FKfOHn9uw7MMH1200wbyK.jpg'}"
209232,"{'id': 340633, 'name': 'Eberhofer Krimi Collection', 'poster_path': '/u4WhK7T5HjloYHM8L7h6yuAwKek.jpg', 'backdrop_path': '/qHSUzgRI3eGROJHa7UHFc541sKA.jpg'}"
54275,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
21410,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54276,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
109443,"{'id': 93791, 'name': 'Anchorman Collection', 'poster_path': '/xjnbrB93Vj5yGYwU0uuW8Tu2qoc.jpg', 'backdrop_path': '/eUU6edsZcr7I0AO8rHcB3vQwcOH.jpg'}"
40342,"{'id': 430201, 'name': 'Demons Collection', 'poster_path': '/ii12LvfoRNggtXbhnbhxElFak8j.jpg', 'backdrop_path': None}"
180894,"{'id': 244242, 'name': 'Ninja Collection', 'poster_path': '/5tvYqIIfHnDZMoAqjWiueQC7fPW.jpg', 'backdrop_path': '/uLoTeDA85tbpBMLwIchHh6xpnaK.jpg'}"
21138,"{'id': 87214, 'name': 'The Sandlot Collection', 'poster_path': '/p2m9JzwjQukKKZfMrLF4HdW54X1.jpg', 'backdrop_path': None}"
74626,"{'id': 137913, 'name': 'The Hunters Collection', 'poster_path': '/hBLHp1y75Xo2gfynbu057L0r6SQ.jpg', 'backdrop_path': '/nj1H7qljKZFFcz2r5MhMQHXpdxZ.jpg'}"
11039,"{'id': 351721, 'name': 'The Sheriff and the Satellite Kid Collection', 'poster_path': '/jh82Zjk9DggnyCxtHq5PM5tfD1y.jpg', 'backdrop_path': '/isksgMiFiRG36nqvShoVOyQzGa3.jpg'}"
233063,"{'id': 344555, 'name': 'F*ck You, Goethe Collection', 'poster_path': '/3jH6BgPTXxkBx7N35aTaATzlaG.jpg', 'backdrop_path': '/AtoH8LJQ2sFXfV4gSxxe39XSdzZ.jpg'}"
229974,"{'id': 393744, 'name': 'Горько! (Коллекция)', 'poster_path': '/4x3ZN8GrRUF7WrU0eWtQ1ezCCXh.jpg', 'backdrop_path': '/kNdZngUJx09q9ngg4eDtOMbEzXb.jpg'}"
54277,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
17478,"{'id': 44976, 'name': 'Dhoom Series', 'poster_path': '/qc1R0oO2tb7TFPiql7Aq6QoDwJp.jpg', 'backdrop_path': None}"
252385,"{'id': 478545, 'name': 'American Addict Collection', 'poster_path': '/bZvHnPhsfrT7Ifcu3mxgBmdqaX4.jpg', 'backdrop_path': None}"
195269,"{'id': 221622, 'name': '12 Rounds Collection', 'poster_path': '/l1TBw4KOSWAxYM3RwRFFGq8VG69.jpg', 'backdrop_path': '/cPNJRFgk1EtdqUAOSZ5gPigj741.jpg'}"
58061,"{'id': 283775, 'name': 'Zanna Bianca Collection', 'poster_path': '/eJPUaONEDDGUWkx5LTTvC3DwCS5.jpg', 'backdrop_path': None}"
84152,"{'id': 264434, 'name': 'Demonic Toys Collection', 'poster_path': '/bMrYltBJXNy3z9vE23QQjWnPOeV.jpg', 'backdrop_path': None}"
227348,"{'id': 41437, 'name': 'Paranormal Activity Collection', 'poster_path': '/lYXAMmm9XlYmj5Dr4O9diLQVCJS.jpg', 'backdrop_path': '/hZMiAPeINRH0M2X1PBEgn6YdULy.jpg'}"
13632,"{'id': 209739, 'name': 'MacGyver (TV Movies) Collection', 'poster_path': '/AjdtAeXaqNQn5gW86obHsNsAJzk.jpg', 'backdrop_path': '/dMrINu0WxlNzU11y8OcWxtoeWqY.jpg'}"
126963,"{'id': 425164, 'name': 'Dragon Ball Z (Movie) Collection', 'poster_path': '/2VMZ1zRFPnUQtQp5K4WRXvDYBjh.jpg', 'backdrop_path': '/7PcbijxTfwi9vjWEfXdS0ReAw8q.jpg'}"
39102,"{'id': 425164, 'name': 'Dragon Ball Z (Movie) Collection', 'poster_path': '/2VMZ1zRFPnUQtQp5K4WRXvDYBjh.jpg', 'backdrop_path': '/7PcbijxTfwi9vjWEfXdS0ReAw8q.jpg'}"
206408,"{'id': 239766, 'name': 'The Klapisch Trilogy', 'poster_path': '/woD0gFHbZgwi9RpLL0uSQ56hnJA.jpg', 'backdrop_path': '/p7g6oUYWhKS1TmLo4xBMnDNcsGh.jpg'}"
39148,"{'id': 386410, 'name': 'Dragon Ball Collection', 'poster_path': '/6odEQL3yNyBI3GDcUuIujEo639M.jpg', 'backdrop_path': '/i5ECrR2zT7GQl0J8WdyGTm9D6d6.jpg'}"
38189,"{'id': 113589, 'name': 'The Hire', 'poster_path': '/1mniyf3qfmmsO8PkuDXgOCyoi6G.jpg', 'backdrop_path': '/24OjcsCZPv2GrcSnwmLTjWRODlE.jpg'}"
113594,"{'id': 166844, 'name': ""Sammy's Adventure Collection"", 'poster_path': '/caBrlKvlRaOjd2gHbyyqaBDKyR7.jpg', 'backdrop_path': '/iOBB6wAoOCuMM9pwU9C6rhIAbmj.jpg'}"
168530,"{'id': 376650, 'name': 'Ride Along Collection', 'poster_path': '/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg', 'backdrop_path': '/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg'}"
137094,"{'id': 192492, 'name': 'The Jack Ryan Collection', 'poster_path': '/uCuiExsQDyJagov5aVAyw38YEm.jpg', 'backdrop_path': '/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg'}"
157350,"{'id': 283579, 'name': 'Divergent Collection', 'poster_path': '/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg', 'backdrop_path': '/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg'}"
21072,"{'id': 24726, 'name': 'Johan Falk Collection', 'poster_path': '/qRhEJUcOVtgMEno5LEkZZ190vDy.jpg', 'backdrop_path': None}"
217993,"{'id': 256287, 'name': 'Justice League (Animated) Collection', 'poster_path': '/ot4XTk6kXtWykmeFMMBoEgBn3Kp.jpg', 'backdrop_path': '/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg'}"
34131,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}"
92647,"{'id': 154002, 'name': 'Easy Money Collection', 'poster_path': '/39LIOuekPyk1FYNKwbxZHQ0rqvz.jpg', 'backdrop_path': '/pMdlCJtTav1E7xKFU4W57m3ewBo.jpg'}"
236399,"{'id': 293981, 'name': 'Flowers in the Attic Collection', 'poster_path': '/d98HpD5u0xFk2comAq0I6F9zWNP.jpg', 'backdrop_path': '/xbYuLpKmkYjlbchOnEYeBVVrJUa.jpg'}"
21435,"{'id': 52835, 'name': 'French Fried Vacation', 'poster_path': '/ncWcoUxQIn7wp3d1idOxQ7wM7R.jpg', 'backdrop_path': '/hjk94JWHQcYEWftJAssFsNhSr9L.jpg'}"
177888,"{'id': 408196, 'name': 'Teen Beach Collection', 'poster_path': '/fGjxW0yhomeUY0t9amJ0Emn69cs.jpg', 'backdrop_path': '/jbZY7IPW6vTGkXKImYGBkI24X9j.jpg'}"
54278,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
54279,"{'id': 96887, 'name': 'Zatôichi: The Blind Swordsman', 'poster_path': '/8Q31DAtmFJjhFTwQGXghBUCgWK2.jpg', 'backdrop_path': '/bY8gLImMR5Pr9PaG3ZpobfaAQ8N.jpg'}"
26947,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}"
14028,"{'id': 98513, 'name': 'Behind Enemy Lines Collection', 'poster_path': '/baDDWPQgZyBKiDNeipLJ9LEZ5BX.jpg', 'backdrop_path': '/5sMWk8wutGCFAM7MAFPQJyc0ny0.jpg'}"
137106,"{'id': 325470, 'name': 'The Lego Movie Collection', 'poster_path': '/hsBJxdgF1BK1M98dWAaikvTlym7.jpg', 'backdrop_path': '/sQNiamRBTh2aTjQ8aYCJ69MngTM.jpg'}"
97020,"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}"
58427,"{'id': 2704, 'name': 'The Bible Collection', 'poster_path': '/neB5ufQZdq0NxLBJYkgQRhIQfdE.jpg', 'backdrop_path': '/21bK2Eg8kEMu9OsQvP4MoofBXSF.jpg'}"
249397,"{'id': 258664, 'name': 'Nymphomaniac Collection', 'poster_path': '/mkML1KIuHsv9bF5cdwMl6W8S0V1.jpg', 'backdrop_path': '/pUswifNwnQ5beSsqbAj1585ugIa.jpg'}"
118513,"{'id': 118657, 'name': 'Annika Bengtzon Collection', 'poster_path': '/nAG93z3Q1dcGCAvrxobCkRfRvXM.jpg', 'backdrop_path': '/lJWwXKnGldCHw7ikfxNrAwdtkHt.jpg'}"
20756,"{'id': 141292, 'name': 'The Secret Of NIMH Collection', 'poster_path': '/y0S9nsG7bDUgblBiYd0pciE57zr.jpg', 'backdrop_path': '/z9k5Uu2vXRDSclQU35bb7PhMG6U.jpg'}"
120143,"{'id': 252338, 'name': 'The Four Collection', 'poster_path': '/nlQoCcuAb4v3ejNZ1GZ0yxQoEvc.jpg', 'backdrop_path': None}"
41109,"{'id': 44724, 'name': 'Don Collection', 'poster_path': '/6xKVmI4K7xCOEw8w59wmrNpgt2T.jpg', 'backdrop_path': '/iM6ius5ODrQaTNXh4nNkIVHqTDS.jpg'}"
141614,"{'id': 141615, 'name': 'Niko - Coleccion', 'poster_path': '/z4pHMEQlUBqwuYEjlkozzsZ8EyC.jpg', 'backdrop_path': '/vBxogSO7WrbRfLJg9V1YkXRrxCR.jpg'}"
246320,"{'id': 283733, 'name': 'The Three Brothers Collection', 'poster_path': '/1vo4iv1xxW12iwM1S9YSSPmMVL6.jpg', 'backdrop_path': None}"
67793,"{'id': 397341, 'name': ""Don't Go Breaking My Heart Collection"", 'poster_path': None, 'backdrop_path': None}"
60160,"{'id': 161766, 'name': 'Gamera Films', 'poster_path': '/oqZJgOoXjUcS9alAkzYzq9sCIfG.jpg', 'backdrop_path': '/8vNDD5NXSHhMEVJO4ItELGkZPNp.jpg'}"
14872,"{'id': 110179, 'name': 'The Cutting Edge Collection', 'poster_path': None, 'backdrop_path': None}"
21474,"{'id': 430186, 'name': 'Bring It On Collection', 'poster_path': '/iybFuFGBKPD8LXOgugjnA8sI6Bb.jpg', 'backdrop_path': '/ypR7RZO9hIAyd3lIx07gJ0AVvbB.jpg'}"
48707,"{'id': 160677, 'name': 'Ninja, Band of Assassins Collection', 'poster_path': '/jZ9wA4Cr1UeCZSBz3Uz3XaLo7dr.jpg', 'backdrop_path': None}"
19325,"{'id': 59007, 'name': 'Bionicle Collection', 'poster_path': '/kYQVOYbk4MSzFawj3ocCMo2NoAE.jpg', 'backdrop_path': '/uvpKvT5yFXzzh7PI4GR4rOx6Igo.jpg'}"
21379,"{'id': 59007, 'name': 'Bionicle Collection', 'poster_path': '/kYQVOYbk4MSzFawj3ocCMo2NoAE.jpg', 'backdrop_path': '/uvpKvT5yFXzzh7PI4GR4rOx6Igo.jpg'}"
18224,"{'id': 59007, 'name': 'Bionicle Collection', 'poster_path': '/kYQVOYbk4MSzFawj3ocCMo2NoAE.jpg', 'backdrop_path': '/uvpKvT5yFXzzh7PI4GR4rOx6Igo.jpg'}"
24756,"{'id': 25410, 'name': 'The Art of War Collection', 'poster_path': '/8VJpn8DZwZvKnyA3HBfQfjGKupG.jpg', 'backdrop_path': '/9G3CBEg7QlQ9MQcNgA5IwcghNYO.jpg'}"
22259,"{'id': 59007, 'name': 'Bionicle Collection', 'poster_path': '/kYQVOYbk4MSzFawj3ocCMo2NoAE.jpg', 'backdrop_path': '/uvpKvT5yFXzzh7PI4GR4rOx6Igo.jpg'}"
201414,"{'id': 160677, 'name': 'Ninja, Band of Assassins Collection', 'poster_path': '/jZ9wA4Cr1UeCZSBz3Uz3XaLo7dr.jpg', 'backdrop_path': None}"
53182,"{'id': 125570, 'name': '300 Collection', 'poster_path': '/nKQqh6kJvPdpOJD24enD3Bm1Hy5.jpg', 'backdrop_path': '/mLLztGKyxSLoWjgRSpmm9W12VsU.jpg'}"
204349,"{'id': 358930, 'name': 'Contracted Collection', 'poster_path': '/aQ0r9I5fMSB9zXA7miDE4IeBSZy.jpg', 'backdrop_path': None}"
196024,"{'id': 319850, 'name': 'Department Q series', 'poster_path': '/8x5zFMHbtczdeNa8pKpxS0z8e4L.jpg', 'backdrop_path': '/mrgykjULNOZavn9xw9bp98aH1Rc.jpg'}"
241968,"{'id': 418219, 'name': 'Carmina - Colección', 'poster_path': '/6wvV8rtJZifXancPwHwvzd1j6ul.jpg', 'backdrop_path': None}"
58767,"{'id': 14246, 'name': 'Sniper Collection', 'poster_path': '/kbXbfY8DZWZmleuiBNxbfFencjp.jpg', 'backdrop_path': '/xmXnB27dZSp1SliHOyTio25P3Il.jpg'}"
228202,"{'id': 403001, 'name': 'Meu Passado me Condena', 'poster_path': None, 'backdrop_path': None}"
203217,"{'id': 455278, 'name': 'My Mom is a Character Collection', 'poster_path': None, 'backdrop_path': '/4xdfkEyV8P8PzsihbVgFZS0AMhQ.jpg'}"
236737,"{'id': 388180, 'name': 'Ocho apellidos - Colección', 'poster_path': '/zfLbxPQVCeFyxgTOXsY7li7CN0b.jpg', 'backdrop_path': None}"
160162,"{'id': 393326, 'name': 'Torchy Blane', 'poster_path': None, 'backdrop_path': None}"
192577,"{'id': 454520, 'name': 'Captain Harlock Collection', 'poster_path': '/z0NsZNauyNM1ZKj3FCfJvZoSwSA.jpg', 'backdrop_path': '/kpY6iMfKkssuD1WObzoGSIeMguY.jpg'}"
42552,"{'id': 121067, 'name': 'Bloodfist Collection', 'poster_path': '/cPbA9hS0FqcxE4vAIBCxez3uptD.jpg', 'backdrop_path': None}"
100402,"{'id': 131295, 'name': 'Captain America Collection', 'poster_path': '/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', 'backdrop_path': '/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg'}"
227783,"{'id': 464308, 'name': 'The Nut Job Collection', 'poster_path': None, 'backdrop_path': '/uKyTPq2KVTkhux7frfvJxx56Nvn.jpg'}"
204668,"{'id': 455123, 'name': 'Belle et Sébastien', 'poster_path': '/tbnHp7gW4THQt2n8QCahuLbTw1I.jpg', 'backdrop_path': None}"
