id_original,name,id
12834,Langley Films,54854
12834,Leaves Productions,54855
31723,Gato Negro Films,5295
24225,Aria Productions,7265
24225,Roast Beef Productions,7266
24225,Roastbeef Productions,7268
49508,Warner Bros.,6194
26558,Troma Entertainment,3052
15483,Medusa Film,6246
15483,Opera Film (II),82322
31678,Metro-Goldwyn-Mayer (MGM),8411
45921,Dorian Films,21457
33788,Vertigo Entertainment,829
33788,Yari Film Group,2448
33788,Spitfire Pictures,14739
33788,Addicted Productions,22636
5753,Action International Pictures,1971
43495,Sydney Box Productions,13580
43495,Ortus Films,13877
32688,,
24973,Twentieth Century Fox Film Corporation,306
42342,Universal Pictures,33
168171,Ingram,10244
168171,Diadem Films,19572
80595,Zodiac Productions,18622
66953,Club des Produceteurs,10633
16436,Lunaris Film,510
16436,Majestic Filmproduktion,2094
16436,MedienKontor Movie GmbH,2438
16436,Dor Film-West Produktionsgesellschaft,14877
16436,Triluna Film AG,21274
31867,Universal Pictures,33
31867,Stuber Productions,4403
31867,Dentsu,6452
31867,Relativity Media,7295
43138,Metro-Goldwyn-Mayer (MGM),8411
43138,Avon Productions (II),13999
4933,Paramount Pictures,4
264241,Teuvo Tulio,77779
28355,Paramount Vantage,838
28355,Anonymous Content,10039
28355,Misher Films,11581
28355,Case 39 Productions,11582
64104,,
194931,,
20027,,
36970,Pathé Films,4959
36970,Canal+,5358
36970,TPS Star,6586
36970,Participant Media,6735
36970,France Télévision,7454
36970,France 2 Cinéma,15671
36970,France 3 Cinema,16804
36970,Centre National de la Cinématographie (CNC),18367
36970,Conseil Régional du Calvados,19267
36970,Région Bretagne,20346
36970,Ministère du Développement Durable et de la Mer,33250
36970,JMH-TSR,33251
36970,HH Sheikha Salama bint Hamdan Al Nahyan,33252
36970,Conseil Général des Côtes d'Armor,33253
36970,Conseil Général du Morbihan,33254
36970,Région Basse-Normandie,33255
19616,Yash Raj Films,1569
19616,Sri & Company,3648
34423,Broken Lizard Industries,2773
69872,Lea Film,4915
20216,,
23048,United Artists,60
23048,Metro-Goldwyn-Mayer (MGM),8411
23048,New Crime Productions,12886
28211,StudioCanal,694
28211,"Montecito Picture Company, The",4607
28211,Outpost Studios,25886
30779,,
89199,Filmfactory,93391
19152,Bulgarian National Television,63188
19152,Bulgarian National Film Center,64275
19152,Miramar Film,74742
38687,Metro-Goldwyn-Mayer (MGM),8411
30018,Barunson Film Division,4399
10191,DreamWorks Animation,521
10191,Vertigo Entertainment,829
10191,Mad Hatter Entertainment,20154
22582,Miramax Films,14
22582,Film Roman,19
22582,Live Entertainment,285
22582,WMG Film,8923
22582,Turner Entertainment Co.,90403
37181,Dreamlab,7033
45035,Eagle Pictures,10400
15544,FlipZide Pictures,3478
24874,Cut Glass Productions LLC,4365
51330,Charles M. Schulz Creative Associates,16339
51330,United Media Productions,16345
28510,Foresight Unlimited,21897
28510,Baumgarten Management and Productions (BMP),23423
28510,Signature Entertainment,23770
28510,Unisol 3 Distribution,23867
11763,,
33421,Universal Pictures,33
48336,Cinétévé,11331
48336,La Sept-Arte,11332
48336,Igeldo Komunikazioa S.L.,37654
21467,Dor Film Produktionsgesellschaft GmbH,608
24499,Norman Twain Productions,8828
20825,I Hate Vday Productions,3842
20825,ICB Entertainment Finance,3843
20825,My Bench Productions,3844
16190,,
109572,Tokyo Movie Shinsha (TMS),9155
52637,Les Films du Lendemain,1249
52637,Comme des Cinémas,7003
25053,Bandai Visual Company (JAPAN),570
25053,Engine Films,1141
25053,Asmik Ace Entertainment,3033
25053,Eisei Gekijo,9177
25053,TV Man Union,12424
104607,Play Art,1826
104607,Cesáreo González Producciones Cinematográficas,8051
104607,Ibéria Films,71222
10469,Dor Film Produktionsgesellschaft GmbH,608
11122,Dor Film Produktionsgesellschaft GmbH,608
27936,France 2 Cinéma,83
27936,France 3 Cinéma,591
27936,Epithète Films,7286
27936,France 3 (FR 3),11244
27936,Région Ile-de-France,11246
27936,France 2 (FR2),11359
27936,Orange Cinéma Séries,11620
27936,Tapioca Films,12000
27936,Warner Bros. Entertainment France,12001
18823,The Zanuck Company,80
18823,Legendary Pictures,923
18823,Thunder Road Pictures,3528
18823,Warner Bros.,6194
18823,Moving Picture Company (MPC),20478
196328,,
213845,Crystal Film Productions,13094
15382,Films Montsouris,15398
31196,New Artists Alliance,5124
18352,Filmové Studio Barrandov,1931
18352,Sebor,26819
34769,Alliance Films,2514
34769,Darius Films,5486
34769,Insight Film Releasing,64753
39830,Zipline Entertainment,5791
161179,,
35939,BBC Films,288
35939,UK Film Council,2452
35939,Quickfire Films,4186
35939,Magic Light Pictures,5644
35939,Talkback Thames,5645
35939,Screen East Content Investment Fund,51546
23483,Lionsgate,1632
23483,Marv Films,5374
16686,SF Norge,2888
16686,Miso Film,5123
15973,Miso Film,5123
4252,Dreamz Unlimited,1570
4252,United Motion Pictures,1571
16759,BBC Films,288
16759,Bórd Scannán na hÉireann,1898
16759,Ruby Films,2054
16759,Big Fish Films,3352
16759,Element Pictures,3353
16759,Irish Film Board,5267
16759,Northern Ireland Screen,11667
16759,Pathé!,35461
43008,Warner Bros.,6194
43008,Baroda,14248
184741,Warner Bros.,6194
57124,,
93519,Film Kraft,64779
35056,Twentieth Century Fox Film Corporation,306
35056,Dune Entertainment,444
35056,21 Laps Entertainment,2575
47090,Empire Pictures,1212
47090,Full Moon Entertainment,4867
13417,Walt Disney Pictures,2
13417,Toon City,12203
39931,Atlas International Film,4938
39931,Aquila Film Enterprises,15246
39931,HIFI Stereo 70 Kg,17745
24429,Dino De Laurentiis Company,10308
36419,Plum Pictures,2224
36419,Harbor Light Entertainment,6020
36419,Lleju Productions,12410
22419,A-Mark Entertainment,2248
43327,Twentieth Century Fox Film Corporation,306
76568,Metro-Goldwyn-Mayer,21
40855,,
22488,,
49131,,
35207,Fatorville Films,5539
42669,First National Pictures,3245
42669,The Vitaphone Corporation,9329
18273,World Premiere Entertainment,68257
18273,Tule River Films,68258
37223,Geneon Entertainment,3362
53522,The Harold Lloyd Corporation,4111
39459,Warner Bros.,6194
35689,Animus Films,4135
166375,,
34784,,
52903,Oktober oy,7079
8980,Sogecine,692
8980,Películas Pendleton,8013
11801,Fidélité Productions,147
11801,FOZ,149
11801,SCOPE Invest,2250
11801,Virtual Films,2366
11801,Poisson Rouge Pictures,16259
25572,,
34583,Agora Entertainment,5469
11761,Lionsgate,1632
22943,Keystone Film Company,4148
27586,River Road Entertainment,1246
27586,Road Rebel,2648
27586,Linson Entertainment,4700
15323,League of Noble Peers,3339
1568,,
48688,IDI Cinematografica,22423
48688,I Film Dell'Orso,91219
48688,Internazionale Nembo Distribuzione Importazione Esportazione Film (INDIEF),91220
33226,Arte,201
33226,Yleisradio (YLE),5975
33226,Westdeutscher Rundfunk (WDR),7025
33226,Vrijzinnig Protestantse Radio Omroep (VPRO),8659
33226,Submarine,55968
96010,Eurimages,850
96010,Canal+,5358
96010,Strada Film,5828
96010,Les Films Pelléas,12389
96010,Sundance / NHK International Filmmakers Award,22629
96010,"Sundance Institute, The",37264
96010,Cofimage 17,42202
96010,Uni Etoile 3,69459
96010,Acht Frankfurt,69460
96010,Briarcliff Films,69461
96010,Centrul National al Cinematografiei (CNC),69462
96010,NEP,69463
96010,SEE Cinema Network,69464
96010,Sofica Soficinéma 2,69465
27179,Robert E. Kent Productions,11735
11303,,
18426,,
19939,ARS Film Production,4129
36916,Toho Company,882
145902,Kinotar,18405
79924,,
116983,,
17988,Toho Company,882
26178,McElroy & McElroy,8808
26178,UAA Films,22040
26178,Western Film Productions,22041
19587,Myriad Pictures,738
19587,Collective Digital Studios,30818
19587,Charlie Banks,73330
68987,,
36124,,
20781,White Rock Lake Productions,6571
22649,Paramount Pictures,4
31561,Gabriel Pascal Productions,14028
31561,Independent Producers,14029
1912,Coop 99,122
1912,kahuuna films,783
1912,Österreichischer Rundfunk (ORF),3391
35002,Hammer Film Productions,1314
47813,Walt Disney Studios Motion Pictures,3036
47813,Red Shoes / Some Shoes,16635
47813,Stone Circle Pictures,90506
14766,Box TV,2961
36731,Seven Arts Productions,516
36731,Warner Bros.,6194
141714,BBC Natural History Unit,9050
141714,CTV-Media Studio Corporation,11283
19401,,
31869,British Broadcasting Corporation (BBC),3324
26186,Metro-Goldwyn-Mayer (MGM),8411
55236,Warner Bros.,6194
34803,Parabolic Pictures,1012
34803,Screen Gems,3287
37861,BBC Films,288
37861,Nimbus Film Productions,11672
37861,La Belle Allee Productions,12412
37861,NWR Film Productions,12413
37861,One Eye Production,12414
37861,Savalas Audio Post-Production,12415
47808,Cannon Group,1444
47808,Cabal Film,6230
47808,London-Cannon Films,6231
47808,Metro-Goldwyn-Mayer (MGM),8411
33217,Dune Entertainment,444
33217,Color Force,5420
33217,Dayday Films,8569
29989,,
90634,,
26380,Warner Bros.,6194
43326,Metro-Goldwyn-Mayer (MGM),8411
44747,Paramount Pictures,4
102419,RKO Radio Pictures,6
228444,Raymond Stross Productions,13665
36443,,
4461,Twentieth Century Fox Film Corporation,306
4461,Bavaria Film,1704
41110,Rai Cinema,2683
31687,Bronson Avenue,5150
31687,Paramount Pictures Digital Entertainment,21834
31687,Mountain Dew Green Label Studios,21835
31687,Milchan / Van Eyssen,21836
20497,British Broadcasting Corporation (BBC),3324
20497,Granada Television,14063
12411,,
86097,,
25832,Virgin Vision,4878
25832,R.V.P. Productions,23915
25832,A Don Boyd Production,23916
25338,Carolco Pictures,14723
20478,Tax Credit Finance,3782
17960,,
33427,Threshold Animation Studios,4082
23568,Tax Credit Finance,3782
23568,Domain Entertainment Michigan,17063
38810,Greek Film Center,7254
38810,Boo Productions,15113
38810,Horsefly Productions,15115
12408,Revolution Films,163
21345,Media Asia Films,5552
21345,China Film Group Corporation (CFGC),14714
21345,Stellar Megamedia,26240
21345,Jiangsu Broadcasting System,26241
21345,Chuan Production Film Studio,26242
40168,Effigy Films,31182
44132,,
37857,,
33784,Ankatt Produktion,5352
45663,,
129689,Art Theatre Guild,9181
178736,PSC,5155
178736,NHK Enterprises,11376
178736,Galuk Premium,13619
35656,First Line Entertainment,71489
35656,Eclectic Pictures,71490
30427,,
12166,,
33501,Christiano Film Group,5302
33501,TMA Productions,85816
36325,Magic Hour Films ApS,4211
43381,Metro-Goldwyn-Mayer,21
34813,DC Comics,429
34813,Weed Road Pictures,433
34813,Dark Castle Entertainment,1786
34813,Warner Bros.,6194
34813,DC Entertainment,9993
33215,,
21036,Tokyo Movie Shinsha (TMS),9155
21036,Studio Ghibli,10342
35690,Touchstone Pictures,9195
18406,Intercontinental,1132
18406,Jensen Farley Pictures,4664
18406,Heat GBR,15566
39053,Scott Free Productions,1645
37169,Six Entertainment,5652
24805,Paramount Pictures,4
43517,Warner Bros.,6194
176651,,
121036,,
42476,Bing Crosby Productions,5409
111310,Metro-Goldwyn-Mayer (MGM),8411
39452,Oscilloscope Laboratories,4748
39452,Paranoid Pictures,7371
94917,Paramount Pictures,4
94917,Hal Wallis Productions,3468
107643,Nikkatsu,955
64651,,
40594,Five Sisters Productions,59199
40594,"Indefatigable, Inc.",88881
23104,Monogram Pictures,4395
37605,Metro-Goldwyn-Mayer (MGM),8411
91727,Metro-Goldwyn-Mayer (MGM),8411
41597,Twentieth Century-Fox Productions,11865
62727,Twentieth Century Fox Film Corporation,306
25385,Universal Pictures,33
25385,Gibraltar Productions,3809
25385,The Corman Company,30200
64576,Nikkatsu,955
64576,Hori Production,12148
32985,Davis-Films,342
32985,Czech Anglo Productions,20473
32985,Wandering Star Pictures,20474
44399,Twentieth Century Fox Film Corporation,306
10138,Marvel Studios,420
32084,Paralite Productions Ltd.,3813
32084,Israeli Film Fund,4520
32084,Torus,5383
32084,Arte France,6111
32084,Metro Communications,6475
32084,Arsam International,21868
32084,Ariel Films,24859
42191,RKO Radio Pictures,6
190906,Warner Brothers-First National Productions,5594
45615,Bronson Club Oy,6008
38579,Twentieth Century Fox Film Corporation,306
37931,Relativity Media,7295
27004,Immortal Thoughts,4624
27004,Three Good Men,22712
10870,Union Générale Cinématographique (UGC),7248
54117,B.O.M. Film Productions Co.,3616
54117,Applause Pictures,5346
54117,Cinemasia,7064
4180,Soprofilms,472
4180,TF1 Films Production,3823
4180,Flach Film,8277
55135,Yodi Movie Craftsman,52878
15877,Production I.G.,12657
72272,Alicéléo,8799
1549,CinéCinéma,6301
1549,Noé Productions,23433
1549,Lola Films,26466
10171,Bioskop Film,5982
10171,Stefi 2,5983
38996,Impact Films,13734
38996,Quadrant Films,13735
25699,Svensk Filmindustri (SF),6181
25699,Svenska Filminstitutet (SFI),7446
18899,ARP Sélection,189
18899,Milky Way Image Company,5632
45380,,
48587,,
198600,Warner Bros.,6194
36760,Twentieth Century Fox Film Corporation,306
39767,,
17005,Once Bitten Films,5224
26694,,
126421,Matheus S.r.l.,10361
126421,Albatros C.P.C.,10363
121351,,
37178,Universal Studios,13
37178,NBC Studios,7928
37178,BermanBraun,16494
37178,Film 44,20153
37178,Tall Ships Productions,78610
37178,Look Ma! No Hands,95870
125271,Shôchiku Eiga,5070
5178,Nimbus Film Productions,11672
34069,Telepool,823
34069,Atlantis Pictures,5564
34069,Schweizerische Radio- und Fernsehgesellschaft (SRG),23072
34069,Ascot Elite Entertainment Group,26025
34069,Egli Film,26026
34069,Teleclub AG,26027
34069,Centauri Media,26029
23437,New Line Cinema,12
23437,Platinum Dunes,2481
37495,Film4,9349
37495,Drafthouse Films,10485
37495,Warp Films,12180
37495,Wild Bunch Distribution,15308
145217,Kurîmu remon Seisaku Iinkai,76267
42217,Columbia Pictures Corporation,441
42217,First Artists,4376
42217,Warner Bros.,6194
19173,Filmax,3631
19173,Canonigo Films,7660
42910,Big Finish Media,5893
42910,Lightning Strikes Entertainment,5894
42910,Zaccheus Film Group,5895
43090,Rhombus Media,164
43090,Téléfilm Canada,806
43090,The Harold Greenberg Fund,807
43090,Brightlight Pictures,1063
43090,Alliance Films,2514
43090,Astral Media,2743
43090,Corus Entertainment,11550
43090,Gunless Productions,21974
35169,Summit Entertainment,491
35169,Robert Simonds Productions,3929
35169,Participant Media,6735
35169,Imagenation Abu Dhabi FZ,6736
35169,Furry Vengeance Productions,34447
41116,Renegade Pictures,5843
25659,,
37828,Fridthjof Film,7048
38726,,
36950,Bee Holder Productions,5641
36950,Royal Oak Films,5642
36950,HBO Films,7429
36950,Cine Mosaic,21864
37565,Ealing Studios,2650
38542,Isle of Man Film,2268
38542,CinemaNX,5705
12219,MGM Television,2230
76822,,
20662,Imagine Entertainment,23
20662,Universal Pictures,33
20662,Scott Free Productions,1645
20662,Relativity Media,7295
31345,Les Films du Carrosse,53
31345,Renn Productions,82
31345,Parc Film,14680
31345,Parafrance Films,47767
21245,,
60677,,
52620,Little Fugitive Production Company,39518
34626,,
47737,Avton Films,4576
47737,Killarney Film Studios,18206
28575,Metro-Goldwyn-Mayer (MGM),8411
52249,,
51442,,
89462,Shôchiku Eiga,5070
66022,Universal Pictures,33
66022,Ross Hunter Productions Inc.,1830
38697,Warner Bros.,6194
37511,,
21794,,
36432,,
35572,,
106813,,
20311,,
81589,,
8929,Lunar Films,2568
7346,Milky Way Image Company,5632
28894,Fidelity Pictures Corporation,4934
44513,Zero Film GmbH,2511
44513,Lumen Films,6216
44513,Mikado Film,11912
44513,Isabella Films B.V.,12045
44513,Nikola Film,13205
23050,Twentieth Century Fox Film Corporation,306
23050,Melvin Simon Productions,2124
96287,,
23538,,
27181,Rosa Filmes,16421
5590,Marianne Productions,1497
53503,Solar Films inc.,6339
40998,Madras Talkies,3118
5850,Atlantik Film,5901
5850,Imaj,27104
18516,3L Filmproduktion GmbH,702
18516,Bleiberg Entertainment,1872
18516,Adam Productions,5565
18516,July August Productions,17388
31261,Microsoft,5133
39056,Tokuma Shoten,1779
39056,Studio Kajino Company,73443
24757,KSM Film,5373
24757,Event Film Distribution,22793
24757,HJB Filmproduktion,23462
26587,Matador Pictures,707
26587,Midnight Picture Show,22056
26587,Essential Entertainment,46382
36801,Gervais/Merchant,88031
92501,Livin' Man Productions,33290
46705,Hunting Lane Films,2290
46705,Silverwood Films,2293
46705,Incentive Filmed Entertainment,7215
46705,Chrysler Corporation,11335
46705,Shade Pictures,11336
46705,Motel Movies,11337
46705,Cottage Industries,11338
37821,Katalyst Films,817
37821,Lionsgate,1632
37821,Aversano Films,60022
261538,,
253232,"Shochiku Co., Ltd.",192
173865,Harlin/Selin Productions Oy,90753
225503,Great Western Productions,62562
29069,New World Pictures,1950
26962,ApolloProScreen Filmproduktion,19528
26962,Jeff Franklin Productions,23564
37255,,
122188,,
51792,Paramount Pictures,4
51792,Pine Thomas Productions,4182
99236,Loew's,1460
99236,Metro-Goldwyn-Mayer (MGM),8411
174784,Metro-Goldwyn-Mayer (MGM),8411
14257,Gaumont,9
14257,Mars Film,23123
14257,Coral Films,23124
14257,Orion Filmproduktion,23125
5424,Filmirage,6082
5424,Produzioni Cinematografiche Massaccesi (PCM) International,17907
39453,,
26388,Studio 37,2577
26388,Versus Entertainment,11564
26388,The Safran Company,11565
26388,Dark Trick Films,11566
44878,,
116746,,
64811,Woodfall Film Productions,1980
64811,United Artists Corporation,8213
39024,LifeLike Pictures,78890
38307,,
134901,,
30527,Barna-Alper Productions,5054
30527,Halifax Film Company,5055
30527,Head Gear Films,5056
30527,Seville Productions,5057
9543,Walt Disney Pictures,2
9543,Jerry Bruckheimer Films,130
43317,Paramount Pictures,4
40247,Sony Pictures Classics,58
40247,Likely Story,1785
40247,Feelin' Guilty,46402
14518,Se-ma-for Studios,6551
14518,Storm Studio,6552
14518,Archangel,6553
14518,TV UNAM,6554
14518,Polish Film Institute,6555
26427,Associated British Picture Corporation (ABPC),15913
37034,Shanghai Film Group,3407
37034,Focus Features,10146
37034,EDKO Film,12205
37034,Edko Management and Consulting,12206
35197,Delacheroy Films,5535
36686,Jeff Most Productions,4030
36686,Yalta-Film,10420
36686,Most Films,22506
36686,Lamplight Films,23712
36686,Poe Vision,23713
115064,KBS Films,32393
25846,Medusa Film,6246
73931,,
30913,,
198306,,
198307,Universal Studios,13
62492,Shut Up and Sing LLC,14298
112882,Shochiku Kinema (Kamata),10652
37786,New Line Cinema,12
37786,Village Roadshow Pictures,79
37786,Home Box Office (HBO),3268
37786,HBO Films,7429
66775,Columbia Pictures Corporation,441
44398,Twentieth Century-Fox Productions,11865
25551,Columbia Pictures Corporation,441
25551,Stanley Kramer Productions,893
22241,,
71756,B.R. Films,28520
58086,,
29151,Salty Features,57094
29151,Woodshed Entertainment,66334
32823,Universal Pictures,33
32823,Spyglass Entertainment,158
32823,Relativity Media,7295
32823,Apatow Productions,10105
29923,Exposed Film Productions AS,5006
38199,Sidney Kimmel Entertainment,737
38199,Senator Entertainment Co,3319
38199,ChubbCo Film,5683
38199,Lleju Productions,12410
38199,Kimmel International,12411
80844,Frank Yablans Presentations,4988
42614,Metro-Goldwyn-Mayer (MGM),8411
139383,Horizon Pictures (II),11356
43879,Metro-Goldwyn-Mayer (MGM),8411
36736,Comedy Central,1538
36736,Six Point Harness,5615
132328,Metromedia Producers Corporation,5740
35217,Mr. Brown Entertainment Filmproduction GmbH (Potsdam),107
35217,SevenPictures,331
35217,Wiedemann & Berg Filmproduktion,336
35217,Deutsche Columbia TriStar Filmproduktion,1624
35217,barefoot films,1989
35217,Sony Pictures Releasing,3045
34806,Escape Artists,1423
34806,CBS Films,5490
37707,Gaumont,9
37707,Dark Castle Entertainment,1786
37707,Senator Entertainment Co,3319
37707,Copperheart Entertainment,5106
39376,Why Not Productions,729
39376,Mobra Films,5545
1785,Ellepi Films,750
10241,C.E.R.,2591
32720,Gaumont,9
32720,Sara Films,876
32720,JLG Films,22811
32720,Pégase Films,29229
51413,Mij Film Co.,2440
51413,Mitosfilm,11816
38318,Three T Productions,3467
38318,Golden Eagle,24535
38318,Ministry of Culture of the Russian Federation,48081
42744,Woodfall Film Productions,1980
29272,Greek Film Center,7254
29272,Hellenic Radio & Television (ERT),7255
29272,Graal,8943
29272,Ministerio de Cultura,11408
29272,Instituto de Crédito Oficial (ICO),11427
29272,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),16055
29272,Hellenic Culture Organization,18585
29272,Le Spot,18586
29272,Max Productions,18587
29272,Motion Picture Public Foundation of Hungary,18588
13058,Pathé Pictures International,1178
13058,Cipher Films,6359
37056,Summit Entertainment,491
37056,Applehead Pictures,28048
34480,Celador Films,3573
38570,Silver Nitrate Films,2262
35166,Filmstudio Bucuresti,10618
38846,Arte France,6111
38846,Scarlett Production,29378
73576,Magnum,8608
73576,Central Partnership,9342
32830,,
52726,Silver Films,142
52726,Cino del Duca,2342
52726,Compagnie Industrielle et Commerciale Cinématographique (CICC),11788
52726,Agnes Delahaie Productions,79180
27735,,
54254,Majid Majidi Film Production,94930
29917,Hazeldine Films,5004
29917,Bedlam Productions,5005
68429,Wakamatsu Production,13247
47238,Why Not Productions,729
47238,Hubert Bals Fund,13413
47238,Ministry of Culture Lithuania,74917
132928,,
19713,How To Be Films,3662
50182,Films Abel Gance,9005
254738,,
42139,Emiliano Piedra P.C.,47804
3589,Arnold Pressburger Films,1486
25869,Eros International,3653
25869,Orion Films,16854
30695,,
94225,Stanley Kramer Productions,893
108224,"Samuel Goldwyn Company, The",28205
88192,Warner Bros.,6194
28434,Twentieth Century Fox Film Corporation,306
28871,,
35129,David Susskind Productions,5526
35129,Jonathan Productions,5527
31041,,
12832,Tempus,2717
12832,Zweites Deutsches Fernsehen (ZDF),4606
12832,Constantin Film Produktion,5755
39246,,
33116,,
79372,Metro-Goldwyn-Mayer (MGM),8411
42767,Metro-Goldwyn-Mayer (MGM),8411
20533,Warner Bros.,6194
34544,Ingenious Film Partners,289
34544,Twentieth Century Fox Film Corporation,306
34544,Dune Entertainment,444
34544,Scott Free Productions,1645
34544,Top Cow Productions,2528
34544,Stephen J. Cannell Productions,5585
34544,Big Screen Productions,10893
34544,Phoenix Film Partners,10908
48003,Seven Arts Productions,516
19276,,
44006,BHE Films,2008
44006,Warner Bros.,6194
44006,National Theatre of Great Britain Production,16355
10193,Walt Disney Pictures,2
10193,Pixar Animation Studios,3
41397,Break Thru Films,10369
43882,Twentieth Century Fox Film Corporation,306
43882,Twentieth Century-Fox Productions,11865
99627,Metro-Goldwyn-Mayer (MGM),8411
39641,O2 Filmes,345
35164,France 3 Cinéma,591
35164,Studio 37,2577
35164,Rectangle Productions,2700
35164,EuropaCorp,6896
45974,Hanna-Barbera Productions,1353
198308,,
25868,,
39013,Anonymous Content,10039
39013,Winter's Bone Productions,19778
162880,,
63883,,
8652,Kim Ki-Duk Film,684
8652,Sponge Ent.,2467
18897,Samsa Film,790
18897,Eurimages,850
18897,Wild Bunch,856
18897,Ex Nihilo,3307
18897,Entre Chien et Loup,3984
18897,Canal+,5358
18897,Agat Films & Cie,6519
18897,TPS Star,6586
18897,Radio Télévision Belge Francophone (RTBF),7466
18897,StudioUrania,8303
18897,Programme MEDIA de la Communauté Européenne,11248
18897,Film Fund Luxembourg,11776
18897,Région Wallone,11920
18897,Le Tax Shelter du Gouvernement Fédéral de Belgique,11921
18897,Casa Kafka Pictures,11924
18897,Banque Populaire Images 8,11938
18897,Ateliers de Baere,12030
18897,Pôle Image de Liège,12031
18897,Apulia Film Commission,12032
18897,Regione Puglia,12033
18897,Cinémage 2,12034
18897,Uni Étoile 5,12035
38027,Paramount Pictures,4
38027,Dino De Laurentiis Company,10308
52072,NBC Ajans,40989
1787,Alexandra Films,755
32068,Bristol Films,12265
32068,Norlan Productions,12266
48636,,
21531,CJ Entertainment,7036
108017,Svenska Biografteatern AB,17620
45009,,
44999,Magnolia Pictures,1030
44999,Jigsaw Productions,2740
44999,Participant Media,6735
41142,,
10192,DreamWorks Animation,521
24663,,
24797,,
61120,Thin Man Films,10100
62414,,
149511,Film Polski,12838
33809,WDR,46
33809,Arte,201
33809,Komplizen Film,1618
33809,SWR,13001
38780,Boll Kino Beteiligungs GmbH & Co. KG,1062
38780,Brightlight Pictures,1063
38780,Pitchblack Pictures Inc.,5723
38780,Event Film Distribution,22793
38780,Amok Productions,22794
56809,,
37711,Nippon Herald Films,1598
37711,DENTSU Music And Entertainment,2752
37711,Geneon Entertainment,3362
37711,Shochiku Company,4641
37711,Dentsu,6452
37711,Eisei Gekijo,9177
37711,Ogura Jimusyo Co.,12149
110901,,
211256,Shôchiku Eiga,5070
46341,,
37414,Revolution Films,163
37414,Indion Entertainment Group,3572
44680,,
108705,Penta Films,6651
108705,Cineuropa 92,20767
108705,Nova Films,81779
70804,Pathé Frères,21594
51138,,
26916,,
16890,Apple Creek Productions,3231
16890,Cold Fusion Media Group,18666
16890,Artists / Media Cooperation,23058
16890,Breakout Pictures,54814
16890,RedGuitar,54818
39545,Present Pictures,3017
53796,Gloria Productions,92838
42615,Metro-Goldwyn-Mayer (MGM),8411
120529,,
34599,Twentieth Century Fox Film Corporation,306
34599,Michael Nolin,32177
34599,Aurora,32178
47282,Sands Films,15180
16878,Cloud Ten Pictures,3226
16878,Clear Entertainment,3227
13989,Imagine Television,2850
13989,Teakwood Lane Productions,10850
13989,Real Time Productions,10851
44534,Twentieth Century Fox Film Corporation,306
43780,The Archers,11382
43780,British National Films,14197
31677,Frank Perry Films Inc.,44964
40819,,
68701,Myriapod Productions,73494
43699,,
45371,,
109970,Metro-Goldwyn-Mayer (MGM),8411
24021,Summit Entertainment,491
24021,Maverick Films,4000
24021,Imprint Entertainment,5218
24021,Sunswept Entertainment,5219
24021,Temple Hill Entertainment,12292
36691,Smartest Man Productions,10226
36691,Millennium Films,10254
36691,Paul Schiff Productions,23596
39334,,
41499,,
40215,,
69847,Twentieth Century Fox Film Corporation,306
33913,France 3 Cinéma,591
33913,Diaphana Films,744
34647,BIM Distribuzione,225
34647,Wild Bunch,856
18530,MACT Productions,393
18530,Myriad Pictures,738
18530,Sienna Films,23486
18530,Studio Hamburg International Production (SHIP),23487
27865,,
52365,Metro-Goldwyn-Mayer (MGM),8411
51054,Paramount Pictures,4
51054,Stephen Alexander Productions,18288
32866,,
42891,Lee Daniels Entertainment,695
10196,Paramount Pictures,4
10196,Nickelodeon Movies,2348
10196,"Kennedy/Marshall Company, The",7383
10196,Industrial Light & Magic (ILM),8805
10196,Blinding Edge Pictures,12236
21042,Forum Sarajevo,3718
21042,Centar Film,15165
21042,Sutjeska Film,28713
37301,Eden Productions Inc.,13370
91487,Euro-International Film,1250
91487,Dieter Geissler Filmproduktion,1766
91487,Reggane Films,2399
91487,Unidis,2400
29106,Twentieth Century Fox Film Corporation,306
51865,Cinémaginaire Inc.,280
51865,Les Films Alain Sarde,635
37652,Renn Productions,82
37652,TF1 Films Production,3823
37652,Canal+,5358
37652,Chez Wam,8006
37652,Katharina,22370
4676,France 2 Cinéma,83
28478,Tesela P.C.,41536
51617,Cineguild,2886
51617,Two Cities Films,4006
3037,Schramm Film Koerner & Weber,138
3037,Medienboard Berlin-Brandenburg GmbH,451
3037,Zweites Deutsches Fernsehen (ZDF),4606
3037,ARTE,5766
208478,,
61302,British Broadcasting Corporation (BBC),3324
113012,Balaka Movies,95081
108788,,
140172,,
59231,American Zoetrope,70
59231,Warner Brothers/Seven Arts,4051
59088,Avala Film,5940
59088,Mokép,28762
15102,Film Afrika Worldwide,4792
24963,Team Cherokee Productions,10968
24963,Antibody Films,70128
36962,,
26932,,
40636,,
2363,AJYM-Films,1099
423917,,
34991,Columbia Pictures Corporation,441
34991,Memorial Enterprises,3067
34703,,
1896,Future Film Group,777
1896,Mediapro,12010
39129,,
69544,Svensk Filmindustri (SF),6181
43449,Michael Curtiz Productions,5440
43449,Warner Bros.,6194
76180,Lucasfilm,1
76180,Fox Television Studios,6529
76180,Prometheus Entertainment,11453
16023,,
25903,New Films International,42203
153913,,
