title,runtime,release_year
Corpo celeste,100.0,2011.0
When Animals Dream,84.0,2014.0
The Boxtrolls,97.0,2014.0
The Tale of the Princess Kaguya,137.0,2013.0
Forbidden City Cop,89.0,1996.0
The Girl on the Train,80.0,2014.0
Gore Vidal: The United States of Amnesia,89.0,2013.0
Double Play: James Benning and Richard Linklater,70.0,2013.0
Looking for Maria Sanchez,98.0,2013.0
A Bullet for Joey,85.0,1955.0
A Girl in Every Port,62.0,1928.0
A Girl in Every Port,86.0,1952.0
Africa: Texas Style!,109.0,1967.0
How Wang-Fo Was Saved,15.0,1987.0
The Captive,7.0,1988.0
Glumov's Diary,5.0,1923.0
Nine Lives,96.0,1957.0
The Chasers,94.0,1959.0
The Bridal Party in Hardanger,104.0,1926.0
The Empty Hours,100.0,2013.0
This Is Where I Leave You,103.0,2014.0
The 50 Worst Movies Ever Made,60.0,2004.0
MURPH: The Protector,79.0,2013.0
Alice,102.0,2005.0
Hur som helst är han jävligt död,,2000.0
Barbary Coast Gent,87.0,1944.0
Angel's Egg,71.0,1985.0
"Park Avenue: Money, Power & The American Dream",70.0,2012.0
The Koumiko Mystery,54.0,1965.0
Junkopia,6.0,1981.0
The Look of Silence,103.0,2014.0
The Abdication,103.0,1974.0
51,87.0,2011.0
The Case of the Grinning Cat,59.0,2004.0
Cabin Fever: Patient Zero,91.0,2014.0
American Sniper,133.0,2014.0
Fort Bliss,116.0,2014.0
Tusk,102.0,2014.0
Protektor,98.0,2009.0
Hector and the Search for Happiness,114.0,2014.0
Rigor Mortis,105.0,2013.0
The Dinner,126.0,1998.0
Unfair Competition,110.0,2001.0
The Overnighters,102.0,2014.0
Rock-a-Bye Baby,103.0,1958.0
Hollywood or Bust,95.0,1956.0
Bakeneko: A Vengeful Spirit,86.0,1968.0
The Tribe,130.0,2014.0
Around the Block,104.0,2013.0
Space Station 76,94.0,2014.0
Horns,120.0,2013.0
Annabelle,99.0,2014.0
American Promise,135.0,2013.0
Madicken of June Hill,82.0,1980.0
She Devils of the SS,95.0,1972.0
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,70.0,1982.0
At Land,15.0,1944.0
A Study in Choreography for Camera,4.0,1945.0
Bloody Pit of Horror,87.0,1965.0
Fangs of the Living Dead,98.0,1969.0
Wolf Girl,97.0,2001.0
Open Windows,101.0,2014.0
Happy Christmas,82.0,2014.0
Two Night Stand,86.0,2014.0
SS Camp 5: Women's Hell,96.0,1977.0
SS Experiment Love Camp,94.0,1976.0
Chained,76.0,1934.0
Chained Heat 2,99.0,1993.0
Challenge of the Masters,95.0,1976.0
Darktown Strutters,90.0,1975.0
Time of Eve: The Movie,106.0,2010.0
Dracula Untold,92.0,2014.0
Chandler,85.0,1971.0
Charles Bradley: Soul of America,75.0,2012.0
Charlie Chan at Monte Carlo,71.0,1937.0
Charlie Chan at the Circus,72.0,1936.0
Torrente 3 The Protector,91.0,2005.0
Stretch,94.0,2014.0
San Babila-8 P.M.,105.0,1976.0
Hellgate,91.0,1989.0
The Sleeping Car,96.0,1990.0
The Initiation,97.0,1984.0
Room 666,43.0,1982.0
The Rat Savior,80.0,1976.0
Automata,110.0,2014.0
The Prince,93.0,2014.0
As I Lay Dying,110.0,2013.0
Nicky's Family,96.0,2011.0
The Adventurer: The Curse of the Midas Box,99.0,2013.0
Charlie Chan at the Olympics,71.0,1937.0
Charlie Chan at the Opera,68.0,1936.0
Stereo,65.0,1969.0
Crimes of the Future,70.0,1970.0
Guernica,13.0,1950.0
Gold of Rome,92.0,1961.0
Entity,87.0,2012.0
House III: The Horror Show,95.0,1989.0
Legendary,107.0,2010.0
Millie,85.0,1931.0
Stranger on the Prowl,90.0,1952.0
The War Boys,92.0,2009.0
The Entitled,91.0,2011.0
The Magic of Ordinary Days,120.0,2005.0
Ratko: The Dictator's Son,82.0,2009.0
The Captive,112.0,2014.0
The Scribbler,88.0,2014.0
Benigni,8.0,2009.0
Ilo Ilo,99.0,2013.0
Predestination,97.0,2014.0
Jack and the Cuckoo-Clock Heart,94.0,2013.0
The Red Tent,158.0,1969.0
Facing Fear,23.0,2013.0
Moomins on the Riviera,80.0,2014.0
Grace Unplugged,102.0,2013.0
The Return of Dracula,77.0,1958.0
Podwórka,31.0,2009.0
It's My Mother's Birthday Today,5.0,2008.0
Spare Bed-Room,15.0,1969.0
Skhizein,13.0,2008.0
No Time for Nuts,7.0,2006.0
A Christmas Memory,96.0,1997.0
Alien Nation: The Udara Legacy,90.0,1997.0
Alien Predators,90.0,1985.0
Appointment in Tokyo,56.0,1945.0
The Children of Noisy Village,90.0,1986.0
More About the Children of Noisy Village,89.0,1987.0
The Haunted Castle,82.0,1969.0
Justin and the Knights of Valour,90.0,2013.0
The Bride from Hades,89.0,1968.0
Bad Grandpa .5,76.0,2014.0
Barnacle Bill,90.0,1941.0
The Odd Couple,97.0,1979.0
The Lady and the Reaper,8.0,2009.0
Ward 13,15.0,2003.0
Rabbit,9.0,2005.0
What We Do in the Shadows,86.0,2014.0
The Dark Horse,124.0,2014.0
Corn Island,100.0,2014.0
Celine: Through the Eyes of the World,120.0,2010.0
Challenge to Lassie,76.0,1949.0
The Newburgh Sting,87.0,2014.0
RiP!: A Remix Manifesto,86.0,2009.0
The Best of Me,117.0,2014.0
John Wick,101.0,2014.0
Plastic,102.0,2014.0
Two Weeks in Another Town,107.0,1962.0
Reclaim,96.0,2014.0
Good for Nothing,92.0,2011.0
Snakes and Earrings,123.0,2008.0
The Judge,141.0,2014.0
The Disappearance of Eleanor Rigby: Them,119.0,2014.0
Love Is Strange,98.0,2014.0
All the World's Memory,21.0,1956.0
The Kids,18.0,1957.0
Antoine and Colette,29.0,1962.0
The Culture High,120.0,2014.0
Recipe for Love,81.0,2014.0
Mount Head,10.0,2002.0
Fury,135.0,2014.0
My Boyfriends' Dogs,84.0,2014.0
The Salvation,100.0,2014.0
S.I.S.,79.0,2008.0
Grace of Monaco,103.0,2014.0
Torn,80.0,2013.0
St. Vincent,102.0,2014.0
Berlin Babylon,88.0,2001.0
Young Ones,100.0,2014.0
Amazon Jack 3: Jungo Goes Bananas,72.0,2007.0
Land Ho!,96.0,2014.0
The Mine,95.0,2013.0
Mine Games,88.0,2012.0
Charlie Chan at the Race Track,70.0,1936.0
Charlie Chan at the Wax Museum,63.0,1940.0
Charlie Chan at Treasure Island,72.0,1939.0
City in Darkness,75.0,1939.0
Charlie Chan in Honolulu,67.0,1938.0
(A)Sexual,75.0,2011.0
The Donkey's Hide,79.0,1982.0
Kiljusen herrasväki,103.0,1981.0
The Purple Ball,77.0,1987.0
Sleeping Beauty,89.0,2014.0
Stage Fright,89.0,2014.0
The Chaperone,103.0,2011.0
The Swan Princess: The Mystery of the Enchanted Kingdom,71.0,1998.0
Charlie Chan in Panama,66.0,1940.0
Charlie Chan in Paris,72.0,1935.0
Charlie Chan in Reno,70.0,1939.0
Charlie Chan in Rio,60.0,1941.0
The Chinese Cat,66.0,1944.0
Charlie Chan on Broadway,68.0,1937.0
The Wise Kids,91.0,2011.0
A Modern Coed,13.0,1966.0
Advertising and the End of the World,46.0,1998.0
"Tough Guise: Violence, Media & the Crisis in Masculinity",82.0,1999.0
The Chair,89.0,2007.0
Jungledyret,73.0,1993.0
Miss and the Doctors,100.0,2013.0
The Black Sleep,82.0,1956.0
Grave Secrets,90.0,1989.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,2014.0
Charlie Chan's Chance,73.0,1932.0
Charlie Chan's Courage,70.0,1934.0
My Brother the Terrorist,0.0,2014.0
The Brothers Rico,92.0,1957.0
El malvado Carabel,81.0,1956.0
Left Behind,110.0,2014.0
"Presentation, or Charlotte and Her Steak",12.0,1960.0
Mariya,41.0,1975.0
Pleasure Party,97.0,1975.0
My Father And The Man In Black,87.0,2013.0
Blind,96.0,2014.0
(Absolutions) Pipilotti's Mistakes,11.0,1988.0
Motivational Growth,104.0,2013.0
"Dance Party, USA",66.0,2006.0
Tour de Force,95.0,2014.0
Harmontown,95.0,2014.0
You Killed Me First,11.0,1985.0
Extraterrestrial,101.0,2014.0
Loner,117.0,2008.0
Blackbird,103.0,2012.0
The Whip Hand,82.0,1951.0
The Rewrite,107.0,2014.0
Alien Abduction,85.0,2014.0
The Mummy's Shroud,90.0,1967.0
The Creeping Terror,77.0,1964.0
Why Me?,87.0,1990.0
Blood from the Mummy's Tomb,94.0,1971.0
Judgement Day,4.0,1983.0
Violette,124.0,1978.0
Ouija,89.0,2014.0
Stop at Nothing: The Lance Armstrong Story,100.0,2014.0
A Star for Two,95.0,1991.0
Films to Keep You Awake: The Baby's Room,77.0,2006.0
Hugo the Movie Star,72.0,1996.0
S.W.A.T.: Firefight,89.0,2011.0
Nightcrawler,117.0,2014.0
The Condemned,80.0,2013.0
Child of God,104.0,2014.0
Blondie on a Budget,72.0,1940.0
Breaktime,14.0,1972.0
Two Solutions for One Problem,5.0,1975.0
The Chorus,17.0,1982.0
The Seventh Brother,76.0,1991.0
Darkside Blues,83.0,1994.0
Felix The Cat: The Movie,82.0,1988.0
Big Hero 6,102.0,2014.0
The Bat,86.0,1926.0
Disaster L.A.: The Last Zombie Apocalypse Begins Here,82.0,2014.0
Dream Home,96.0,2010.0
Marshland,105.0,2014.0
Alone For Christmas,82.0,2013.0
Archangel,133.0,2005.0
The Flanagan Boy,81.0,1953.0
Blue Denim,89.0,1959.0
The Book of Life,95.0,2014.0
"Love, Rosie",102.0,2014.0
Young Detective Dee: Rise of the Sea Dragon,133.0,2013.0
The Dancing Masters,0.0,1943.0
Hard Sun,95.0,2014.0
"Like Sunday, Like Rain",104.0,2014.0
Time Lapse,104.0,2014.0
Winterhawk,98.0,1975.0
National Theatre Live: Frankenstein,132.0,2011.0
Mad Monster Party?,95.0,1967.0
A Very Social Secretary,0.0,2005.0
Blindfold,102.0,1965.0
Turning Tide,97.0,2013.0
Cry Baby Lane,96.0,2000.0
The Hire: Star,7.0,2001.0
The Cat Came Back,7.0,1988.0
The Big Snit,10.0,1985.0
TINY: A Story About Living Small,62.0,2013.0
Ex Machina,108.0,2015.0
They Have Escaped,101.0,2014.0
Separation City,107.0,2009.0
Crippled Avengers,100.0,1978.0
Runaway,9.0,2009.0
Strange Invaders,8.0,2002.0
Thief of Damascus,78.0,1952.0
Stunt Rock,86.0,1978.0
A Cube of Sugar,116.0,2012.0
Dead Men Walk,64.0,1943.0
Inserts,117.0,1975.0
Heart Beat,110.0,1980.0
The Bridge,100.0,2008.0
A Fistful of Fingers,78.0,1995.0
Before I Disappear,100.0,2014.0
Crimes Against Humanity,77.0,2014.0
Mission Congo,68.0,2013.0
Beneath,89.0,2013.0
Great Guns,74.0,1941.0
The White Reindeer,74.0,1952.0
The Proud Valley,76.0,1940.0
Breaking and Entering,88.0,2011.0
Bronx Obama,91.0,2014.0
Calling Dr. Gillespie,89.0,1942.0
Charlie Chan's Greatest Case,70.0,1933.0
Mr Hublot,11.0,2013.0
Mr. Turner,150.0,2014.0
Bound by Flesh,95.0,2012.0
Copenhagen,98.0,2014.0
Serial Killer Culture,110.0,2014.0
Charlie Chan's Murder Cruise,77.0,1940.0
Charlie Chan's Secret,72.0,1936.0
Charlotte's Web 2: Wilbur's Great Adventure,79.0,2003.0
Hue and Cry,82.0,1947.0
Come and Go,179.0,2003.0
The Last Dive,88.0,1992.0
Mercy,79.0,2014.0
The Red Beret,88.0,1953.0
Hawaiian Vacation,6.0,2011.0
Maggie Simpson in The Longest Daycare,5.0,2012.0
Small Fry,7.0,2011.0
9,11.0,2005.0
Wyatt Earp's Revenge,92.0,2012.0
The Sniper,90.0,2009.0
Madame Bovary,180.0,2000.0
Cambridge Spies,235.0,2003.0
Calm at Sea,90.0,2012.0
Animal,103.0,2005.0
The Wedding Video,94.0,2012.0
Young Goethe in Love,100.0,2010.0
The Crew,117.0,2008.0
The Hit List,90.0,2011.0
The Prodigy,120.0,2005.0
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,80.0,2013.0
A Better Tomorrow III: Love and Death in Saigon,114.0,1989.0
The Marine 2,95.0,2009.0
The Delivery,99.0,1999.0
Dead in Tombstone,100.0,2013.0
Seal Team Eight: Behind Enemy Lines,98.0,2014.0
Louis & Luca and the Snow Machine,76.0,2013.0
Doctor Strange,76.0,2007.0
Barbie: A Perfect Christmas,74.0,2011.0
LEGO Hero Factory: Savage Planet,45.0,2011.0
LEGO Hero Factory: Rise of the Rookies,88.0,2010.0
Tom Sawyer,89.0,2000.0
King Solomon's Mines,173.0,2004.0
Santa Claus and the Magic Drum,51.0,1996.0
The Land Before Time IV: Journey Through the Mists,74.0,1996.0
The Land Before Time V: The Mysterious Island,74.0,1997.0
The Land Before Time VI: The Secret of Saurus Rock,77.0,1998.0
An American Tail: The Treasure of Manhattan Island,96.0,1998.0
An American Tail: The Mystery of the Night Monster,78.0,1999.0
Stranded,84.0,2013.0
Special Forces,93.0,2003.0
Category 7: The End of the World,169.0,2005.0
The Jayne Mansfield Story,100.0,1980.0
The Marine 3: Homefront,86.0,2013.0
The Stoker,83.0,2010.0
Blind Man's Bluff,111.0,2005.0
These Final Hours,87.0,2014.0
Generation War,270.0,2013.0
Kung Fu Dunk,100.0,2008.0
Haider,150.0,2014.0
The Fifth Season,93.0,2012.0
Auschwitz: The Nazis and the 'Final Solution',285.0,2005.0
Puerto Vallarta Squeeze,117.0,2003.0
Soccer Dog 2: European Cup,0.0,2004.0
Going Back,113.0,2001.0
The Fraternity,100.0,2002.0
American Soldiers: A Day in Iraq,103.0,2005.0
"Kumiko, the Treasure Hunter",105.0,2015.0
The Great Match,88.0,2006.0
Stereo,95.0,2014.0
The Guardians,133.0,2012.0
Starship Invasions,89.0,1977.0
History of the Eagles,186.0,2013.0
Paradise: Love,120.0,2012.0
Beyond the Border,122.0,2011.0
Everything Will Be Fine,90.0,2010.0
The Hour of the Lynx,93.0,2013.0
The Young Savages,103.0,1961.0
Rage,100.0,1972.0
Good Luck. And Take Care of Each Other,100.0,2012.0
Chasing Madoff,91.0,2010.0
Chasing Rainbows,100.0,1930.0
Chatterbox,68.0,1936.0
Northern Soul,102.0,2014.0
Checking Out,94.0,2006.0
Children of the Corn,92.0,2009.0
Children of the Corn 666: Isaac's Return,82.0,1999.0
Children of the Corn V: Fields of Terror,83.0,1998.0
Children of the Corn: Genesis,95.0,2011.0
Children of the Corn: Revelation,82.0,2001.0
Chile Can Do It,85.0,2008.0
Christine,100.0,1958.0
Christmas in Connecticut,93.0,1992.0
Christmas Oranges,100.0,2012.0
Cleopatra,104.0,2003.0
Cleopatra,177.0,1999.0
A French Gigolo,105.0,2008.0
Coach,0.0,2010.0
Code Name: Emerald,95.0,1985.0
Cohen and Tate,86.0,1988.0
Cold Around the Heart,96.0,1997.0
Cold Blooded,87.0,2012.0
Cold Heart,95.0,2001.0
"Cole Younger, Gunfighter",78.0,1958.0
Intersections,101.0,2013.0
Torture Garden,96.0,1967.0
British Sounds,54.0,1970.0
Here and Elsewhere,53.0,1976.0
Meetin' WA,26.0,1986.0
Keep Your Right Up,82.0,1987.0
A Night in the Show,25.0,1915.0
By the Sea,15.0,1915.0
Mabel's Married Life,17.0,1914.0
Lettera Amorosa,5.0,1995.0
The Ballad of Johnny Guitar,3.0,1996.0
Conserva Acabada,12.0,1990.0
The Love of the Three Pomegranates,25.0,1979.0
Sophia de Mello Breyner Andresen,19.0,1969.0
Death of a Nation - The Timor Conspiracy,60.0,1994.0
The Secret Country: The First Australians Fight Back,60.0,1986.0
Elsk meg i morgen,90.0,2005.0
Colt .45,74.0,1950.0
Colt Comrades,67.0,1943.0
Coming Soon,96.0,1999.0
Complicit,99.0,2013.0
Compulsion,88.0,2013.0
Concrete Blondes,92.0,2013.0
Coney Island,96.0,1943.0
Olive Kitteridge,233.0,2014.0
Leviathan,140.0,2014.0
The Russian Novel,140.0,2013.0
Still Life,92.0,2013.0
Electronic Labyrinth THX 1138 4EB,15.0,1967.0
Level Five,106.0,1997.0
Foxcatcher,134.0,2014.0
Baby Needs a New Pair of Shoes,86.0,1974.0
Illusion of Blood,76.0,1965.0
Ladies of Leisure,99.0,1930.0
Reign of Assassins,117.0,2010.0
Everybody Dies But Me,80.0,2008.0
Bank Holiday,86.0,1938.0
The Emperor's Candlesticks,89.0,1937.0
Romance in Manhattan,73.0,1935.0
Sazen Tange and the Pot Worth a Million Ryo,92.0,1935.0
The Princess Comes Across,76.0,1936.0
It's Love I'm After,90.0,1937.0
Thirty Day Princess,74.0,1934.0
You Belong to Me,94.0,1941.0
Personal Property,84.0,1937.0
Wolf Creek 2,106.0,2013.0
Two-Faced Woman,90.0,1941.0
Love Is News,77.0,1937.0
Dark Journey,77.0,1937.0
Storm Warning,86.0,2007.0
Blind Alley,69.0,1939.0
The Last Journey,66.0,1936.0
The Clinic,94.0,2010.0
Zulu,110.0,2013.0
The Road to Glory,103.0,1936.0
The Sign of Four: Sherlock Holmes' Greatest Case,75.0,1932.0
Walking With Dinosaurs,87.0,2013.0
"Ultramarines: A Warhammer 40,000 Movie",76.0,2010.0
Secret of the Wings,92.0,2012.0
Tinker Bell and the Lost Treasure,81.0,2009.0
Tyson,110.0,1995.0
The Conductor,86.0,2012.0
Tsar,119.0,2009.0
Taxi Blues,110.0,1990.0
Confessions of an Opium Eater,85.0,1962.0
Confidence Girl,81.0,1952.0
Confidentially Connie,74.0,1953.0
Convicts,93.0,1991.0
Cool Blue,87.0,1990.0
Cool Dog,88.0,2011.0
Coral Reef Adventure,46.0,2003.0
Cougar Club,93.0,2007.0
Courage of Lassie,92.0,1946.0
Wuthering Heights,142.0,2009.0
Cowgirls n' Angels,92.0,2012.0
Craig Ferguson: Does This Need to Be Said?,65.0,2011.0
Crash Dive,87.0,1997.0
D.L. Hughley: Reset,58.0,2012.0
Dane Cook: Vicious Circle,132.0,2006.0
Crazy,106.0,2008.0
Crazy Eights,80.0,2006.0
And So It Is,75.0,1966.0
Crazy Mama,83.0,1975.0
Crime and Punishment,93.0,1983.0
Light Years Away,107.0,1981.0
Crime and Punishment,126.0,2002.0
Critic's Choice,100.0,1963.0
Cutaway,104.0,2000.0
Sniper: Legacy,94.0,2014.0
Catch Hell,98.0,2014.0
Pentimento,78.0,1979.0
You're Not You,104.0,2014.0
Crime in the Streets,91.0,1956.0
Crisis,95.0,1950.0
Cross My Heart,0.0,1987.0
Crush,82.0,2009.0
Crush,94.0,2013.0
Cry 'Havoc',97.0,1943.0
Cry of the City,95.0,1948.0
Curandero,92.0,2005.0
Cyborg 3: The Recycler,90.0,1995.0
Cyborg Cop II,93.0,1994.0
Cyborg Cop III,94.0,1995.0
Dana Carvey: Squatting Monkeys Tell No Lies,55.0,2008.0
Dave Attell: Captain Miserable,58.0,2007.0
Dakota's Summer,91.0,2014.0
Danger Zone,92.0,1996.0
Dangerous Money,66.0,1946.0
Muddy River,105.0,1981.0
Stonehearst Asylum,112.0,2014.0
Russia 88,0.0,2009.0
Strawberry Wine,109.0,2009.0
The Third Half,113.0,2012.0
A Star Athlete,64.0,1937.0
Snake Woman's Curse,85.0,1968.0
Aglaya,110.0,2012.0
Tangerines,87.0,2013.0
Life Partners,95.0,2014.0
Anatomy of a Love Seen,86.0,2014.0
The Snow Woman,79.0,1968.0
Drive Hard,96.0,2014.0
The Ghost Story of Oiwa's Spirit,94.0,1961.0
An Apology to Elephants,40.0,2013.0
Ecstasy in Entropy,17.0,1999.0
Air Raid Wardens,67.0,1943.0
Alias the Doctor,61.0,1932.0
Now!,5.0,1965.0
Building the Inferno: Nobuo Nakagawa and the Making of 'Jigoku',40.0,2006.0
Captain January,64.0,1924.0
Lion's Heart,100.0,2013.0
Dark of the Sun,100.0,1968.0
"C'est La Vie, Mon Cheri",105.0,1993.0
Frisco Kid,77.0,1935.0
Hateship Loveship,103.0,2013.0
Hearts Divided,76.0,1936.0
How the Toys Saved Christmas,92.0,1996.0
Ice Castles,95.0,2010.0
In Secret,101.0,2013.0
It's a Small World,74.0,1950.0
Kickboxer 5: The Redemption,87.0,1995.0
Kiki,108.0,1926.0
Kiki,87.0,1931.0
My Prairie Home,76.0,2013.0
The Rolling Stones - Let's Spend the Night Together,94.0,1982.0
Man for a Day,96.0,2012.0
Hawaii,106.0,2013.0
The Skinny,103.0,2012.0
Remington and the Curse of the Zombadings,96.0,2011.0
Out in the Dark,96.0,2012.0
We Are The Nobles,108.0,2013.0
The Returned,98.0,2013.0
52 Tuesdays,114.0,2014.0
Everybody's Got Somebody... Not Me,95.0,2012.0
The True Story of Puss 'n Boots,82.0,2009.0
Die Fighting,110.0,2014.0
The Possession of Michael King,83.0,2014.0
New Kids Nitro,78.0,2011.0
Mission London,107.0,2010.0
The Broken Jug,86.0,1937.0
Master Harold... and the Boys,87.0,2010.0
Mohawk,79.0,1956.0
Navy Blues,77.0,1929.0
Our Mother's House,100.0,1967.0
Over the Brooklyn Bridge,108.0,1984.0
Circus,94.0,1936.0
Stalingrad,131.0,2013.0
Scarecrow,85.0,2013.0
Small Time,95.0,2014.0
So Long Letty,64.0,1929.0
Laser Mission,84.0,1989.0
Soldier of Fortune,96.0,1955.0
Il soldato di ventura,95.0,1976.0
The Dark Past,75.0,1948.0
The Disembodied,73.0,1957.0
The Rag Man,68.0,1925.0
The Secret Invasion,95.0,1964.0
The Sweet Ride,110.0,1968.0
The Whistler,59.0,1944.0
Young Tom Edison,86.0,1940.0
The Youngest Profession,82.0,1943.0
"Dance, Fools, Dance",80.0,1931.0
Dangerous When Wet,95.0,1953.0
L'inferno,68.0,1911.0
Dante's Inferno,88.0,2007.0
Dark Alibi,61.0,1946.0
David Spade: Take the Hit,56.0,1998.0
Day of the Evil Gun,95.0,1968.0
Death In Love,97.0,2008.0
Do Not Disturb,102.0,1965.0
"Double, Double, Toil and Trouble",96.0,1993.0
Dark Fields,110.0,2009.0
Dark House,102.0,2014.0
The Emperor of California,97.0,1936.0
Free Fall,100.0,2013.0
Advanced Style,75.0,2014.0
Dr Jekyll & Sister Hyde,97.0,1971.0
Dead Snow 2: Red vs. Dead,100.0,2014.0
David Cross: The Pride Is Back,55.0,1999.0
Dawn Rider,94.0,2012.0
Day of Wrath,109.0,2006.0
Dead Heat,120.0,2002.0
Twice-Told Tales,120.0,1963.0
Decoder,87.0,1984.0
Faceless,98.0,1987.0
Deadly Dreams,79.0,1988.0
Prime Evil,83.0,1988.0
Dead Man's Eyes,64.0,1944.0
Dead Men Tell,61.0,1941.0
Elle: A Modern Cinderella Tale,90.0,2011.0
Zatôichi: The Blind Swordsman,116.0,1989.0
Zanjeer,146.0,1973.0
Youngblood,90.0,1978.0
Young Man with a Horn,112.0,1950.0
Young Cassidy,110.0,1965.0
Volga - Volga,104.0,1938.0
The Inhabited Island 2: Rebellion,99.0,2009.0
Stromberg - Der Film,123.0,2014.0
You Are the Apple of My Eye,105.0,2011.0
Hamilton: In the Interest of the Nation,109.0,2012.0
Out of Bounds,73.0,2011.0
Dead of the Nite,0.0,2013.0
Jolly Fellows,96.0,1934.0
7eventy 5ive,100.0,2007.0
Deadfall,120.0,1968.0
DeadHeads,94.0,2011.0
Deadline,90.0,2004.0
Secret,101.0,2007.0
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,144.0,2011.0
Deadline,83.0,2013.0
Deadline,95.0,2012.0
Deadline at Dawn,83.0,1946.0
Deal,85.0,2008.0
Dear Brigitte,100.0,1965.0
Death of a Scoundrel,119.0,1956.0
Death Racers,90.0,2008.0
Death Valley Rangers,59.0,1943.0
Death Warrior,90.0,2009.0
Deja Vu,94.0,1985.0
Deliver Us from Evil,100.0,2009.0
Last Passenger,96.0,2013.0
The Hanoi Hilton,126.0,1987.0
"Fat, Sick & Nearly Dead 2",89.0,2014.0
Serena,102.0,2014.0
Queens Of Evil,90.0,1970.0
The Four Feathers,100.0,1978.0
Callan,106.0,1974.0
The Violent Enemy,94.0,1967.0
The Imitation Game,113.0,2014.0
Inherent Vice,148.0,2014.0
Labyrinth of Lies,122.0,2014.0
Battle of the Warriors,133.0,2006.0
Confucius,125.0,2010.0
Babysitting,85.0,2014.0
Curse of the Fly,86.0,1965.0
The Devil-Ship Pirates,86.0,1964.0
The Brides of Fu Manchu,94.0,1966.0
Witchcraft,79.0,1964.0
Rudderless,105.0,2014.0
Jackboots on Whitehall,87.0,2010.0
Likainen pommi,83.0,2011.0
The Hunger Games: Mockingjay - Part 1,123.0,2014.0
Jules Verne's Rocket to the Moon,95.0,1967.0
"Give 'em Hell, Malone",96.0,2009.0
Son of the White Mare,81.0,1981.0
Samson & Sally,63.0,1984.0
The Little Fox,74.0,1981.0
Gett: The Trial of Viviane Amsalem,115.0,2014.0
Rosewater,103.0,2014.0
Valley Uprising,99.0,2014.0
United States of Secrets (Part One): The Program,114.0,2014.0
Sex Ed,90.0,2014.0
The Apocalypse,180.0,2002.0
A Good Marriage,103.0,2014.0
The Way He Looks,100.0,2014.0
Love and Honor,92.0,2013.0
Remember Sunday,96.0,2013.0
The Gilded Cage,90.0,2013.0
Beauty Prize,93.0,1930.0
Romance,76.0,1930.0
Illicit,79.0,1931.0
Other Men's Women,71.0,1931.0
The Beast of the City,86.0,1932.0
The Cabin in the Cotton,78.0,1932.0
The Man Who Played God,80.0,1932.0
Exodus: Gods and Kings,150.0,2014.0
Darfur,98.0,2009.0
Max Schmeling,118.0,2010.0
Trash,112.0,2014.0
Frozen Days,90.0,2005.0
Wild Tales,125.0,2014.0
Summer Days With Coo,138.0,2007.0
Ambition,6.0,2014.0
Head Over Heels,10.0,2012.0
Patema Inverted,98.0,2013.0
Fed Up,92.0,2014.0
The Oblong Box,91.0,1969.0
"Yobi, The Five-Tailed Fox",86.0,2007.0
The Savior,90.0,1971.0
Arcana,102.0,1972.0
Whoregasm,12.0,1988.0
Police State,18.0,1987.0
Kiss Me Goodbye,0.0,1986.0
The Male Animal,101.0,1942.0
Rio Rita,91.0,1942.0
The Fighting 69th,90.0,1940.0
Riley Rewind,50.0,2013.0
My Gun Is Quick,90.0,1957.0
Werner - Beinhart!,93.0,1990.0
Jetsons: The Movie,82.0,1990.0
Thesis on a Homicide,102.0,2013.0
Freedom,111.0,2009.0
Whole Lotta Sole,94.0,2012.0
Thrust in Me,8.0,1985.0
Bo Burnham: what.,60.0,2013.0
Magic Camp,85.0,2012.0
The Wild World of Lydia Lunch,20.0,1983.0
The Reunion,88.0,2013.0
Embracing,40.0,1992.0
Katatsumori,39.0,1994.0
Ski School,95.0,1990.0
See Heaven,10.0,1995.0
Sun on the Horizon,45.0,1996.0
Paths of Hate,10.0,2011.0
Bloody Birthday,85.0,1981.0
Ski Patrol,91.0,1990.0
Long Way Round,294.0,2004.0
Dumb and Dumber To,110.0,2014.0
The Legend of Sarila,80.0,2013.0
Imago mortis,0.0,2009.0
The Gun That Won the West,71.0,1955.0
The Longest Week,86.0,2014.0
Gunfighters,87.0,1947.0
Tales of the Grim Sleeper,105.0,2014.0
The Yes Men Are Revolting,90.0,2014.0
God is the Bigger Elvis,37.0,2012.0
The Wicker Tree,96.0,2011.0
The Green,90.0,2011.0
The Damned,87.0,2013.0
Deliver Us from Evil,75.0,1973.0
Miss Meadows,88.0,2014.0
Too Many Cooks,11.0,2014.0
Murder Over New York,65.0,1940.0
Repentance,90.0,2014.0
Quantum Love,81.0,2014.0
Cass,108.0,2008.0
Dorothy Mills,102.0,2008.0
Dear White People,108.0,2014.0
The Man Who Loved Yngve,90.0,2008.0
Camino,143.0,2008.0
Alucarda,74.0,1977.0
Painted Skin,103.0,2008.0
One Chance,103.0,2013.0
Rent: Filmed Live on Broadway,165.0,2008.0
Columbus Day,90.0,2008.0
An Empress and the Warriors,99.0,2008.0
Lucky Them,96.0,2013.0
Dil Bole Hadippa!,148.0,2009.0
Border Café,105.0,2005.0
