id,overview,popularity,title
9689,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",9.987317,Hollywood Ending
9967,A group of Vietnam War veterans re-unite to rescue one of their own left behind and taken prisoner by the Vietnamese...,9.987072,Uncommon Valor
10238,"When a woman dying of cancer in turn-of-the century Sweden is visited by her two sisters, long repressed feelings between the siblings rise to the surface.",9.983092,Cries and Whispers
14745,"When teenage Molly Hartley moves to a new town, she's haunted by terrifying visions that may have to do with dark secrets from her past. Something evil lurks just beneath the lush surfaces of her private-school world, and it holds the rights to her very soul. On the eve of her 18th birthday, Molly is about to discover the truth of just who or what she is destined to become.",9.982123,The Haunting of Molly Hartley
104755,"The City of Salem, Massachusetts is visited by a coven of ancient witches.",9.981121,The Lords of Salem
6538,"The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",9.979162,Charlie Wilson's War
10127,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",9.97523,Critters 2
11347,"In a remote corner of England's Peak District, a mysterious skull is unearthed. But even weirder is that Lady Sylvia steals the skull for use in worshiping - very erotically - her pagan god, The White Worm, who hungers for the taste of virginal flesh.",9.97466,The Lair of the White Worm
15050,Two brilliant research scientists have invented a device capable of recording and playing back sensory experiences only to have devastating results when one of them records their own death.,9.974312,Brainstorm
9367,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor...a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake El Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case.",9.972591,El Mariachi
9941,"Beverly Hills couple Barbara and Dave Whiteman are very rich but not happy Dave is a hard working business man, his wife is only interested in yoga, aerobics and other meditation classes, and he sleeps with the house maid. Their teenage son is confused about his sexuality and their daughter is suffering from eating disorders. While they are celebrating thanksgiving having plenty of food, street tramp Jerry is hungry, homeless, sleeping rough and has lost his dog. Jerry decides to end his life by drowning himself in their swimming pool. Dave rescues him and invites him to stay for a while. How does this stranger change the life style of this family?",9.970485,Down and Out in Beverly Hills
2057,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",9.970359,Original Sin
11231,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,The Next Karate Kid
354216,"A struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural Texas, in this creepy haunted-house tale.",9.968649,The Devil's Candy
2007,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",9.968395,Lorenzo's Oil
71254,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",9.965719,Arena
3981,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",9.963079,What Women Want
263109,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",9.961184,Shaun the Sheep Movie
6073,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",9.958406,The Mexican
25670,"The European war was only beginning to erupt across national borders. Its titular hero, Johnny Jones, is an American crime reporter dispatched by his New York publisher to put a fresh spin on the drowsy dispatches emanating from overseas, his nose for a good story promptly leading him to the crime of fascism and Nazi Germany's designs on European conquest In attempting to learn more about a seemingly noble peace effort, Jones who walks into the middle of an assassination, uncovers a spy ring, and, not entirely coincidentally, falls in love.",9.955445,Foreign Correspondent
2123,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",9.95456,"Me, Myself & Irene"
12834,"An Ivy League professor returns home, where his pot-growing twin brother has concocted a plan to take down a local drug lord.",9.954095,Leaves of Grass
82881,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",9.953967,Tangled Ever After
281007,"The story Peter is telling the about a special summer, when he is invited over to summer holiday from bickering parents, to his aunt and uncle in the country. He's been there before, but this summer was quite one to remember.",9.95301,The Summer I Turned 15
12416,6th Grade gets a new substitute teacher. She wants to train the class for an international competition in Paris. But something isn't right. How is she able read kids' minds? Why is she so mean? And how does she manage to convince everyone's parents she is so great when the whole class knows she is really an alien?,9.952905,The Substitute
4597,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",9.951662,Armored
2310,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",9.951195,Beowulf
10806,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,9.949805,In & Out
257346,"When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",9.945558,Avengers Confidential: Black Widow & Punisher
9410,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.",9.941228,Great Expectations
13696,"In New York, the boys Rocky Sullivan and Jerry Connelly are best friends and small time thieves. After a robbery, Rocky is arrested and sent to a reformatory school, where he begins his criminal career. Jerry escapes and later becomes a priest. After three years in prison, Rocky is released and demands the return of $100,000 deposited with his Solicitor - prior to his jail term.",9.937706,Angels with Dirty Faces
31417,Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.,9.935891,Eyes Without a Face
9022,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",9.935837,All the Boys Love Mandy Lane
60170,"In 1931 budding author Christopher Isherwood goes to Berlin at the invitation of his friend W. H. Auden for the gay sex that abounds in the city. Whilst working as an English teacher his housemates include bewigged old queen Gerald Hamilton and would-be actress Jean Ross, who sings tunelessly in a seedy cabaret club. They and others he meets get put into his stories. After a fling with sexy rent boy Caspar he falls for street sweeper Heinz, paying medical bills for the boy's sickly mother, to the disapproval of her other son, Nazi Gerhardt. With Fascism rapidly rising Christopher returns to London with Heinz but is unable to prevent his return to Germany when his visa expires. Years later Christopher, now a successful writer, returns to Berlin for a final meeting with Heinz, now married with children.",9.933547,Christopher and His Kind
59678,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,9.93263,Attack the Block
8416,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",9.931025,The Conformist
11615,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,9.930326,The Life of David Gale
445993,"While working as an EMT back stateside Jake Carter after responding to a distress call, finds himself caught up protecting a person of interest from a biker gang ruthlessly hunting them down.",9.930139,The Marine 5: Battleground
791,"Trapped within an eerie mist, the residents of Antonio Bay have become the unwitting victims of a horrifying vengeance. One hundred years earlier, a ship carrying lepers was purposely lured onto the rocky coastline and sank, drowning all aboard. Now they're back – long-dead mariners who've waited a century for their revenge.",9.929809,The Fog
9932,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",9.927412,Analyze That
277154,"When the young republic of The Netherlands is attacked by England, France and Germany and faces its own civil war no less, only one man, Michael de Ruyter, can lead the county's strongest weapon, the Dutch fleet.",9.92595,Admiral
14002,"This is a paralyzingly beautiful documentary with a global vision: an odyssey through landscape and time, that is an attempt to capture the essence of life.",9.925348,Baraka
7183,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",9.925255,Perfect Stranger
11619,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",9.922577,Flushed Away
117974,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn.",9.921876,Sightseers
85545,A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,9.921433,Elles
75595,Lily and Alison face a life-changing event after they leave their Salton Sea home and follow the boys they meet back to Los Angeles.,9.920479,Little Birds
117251,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",9.920223,White House Down
12620,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",9.920106,The House Bunny
847,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",9.918312,Willow
8845,"This action-packed thriller takes place on the soon-to-be-decommissioned USS Missouri. Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.",9.918269,Under Siege
22230,"A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470.",9.916094,Happy Accidents
7555,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",9.91556,Rambo
389995,"Florencia, a rising actress, ends up falling in love with her co-star, a famous film star. When they decide to marry, Florencia becomes aware that in reality she fell in love with the character and that her husband is indeed a real idiot.",9.915094,Me casé con un boludo
325133,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,9.914008,Neighbors 2: Sorority Rising
126277,A young med student struggling with her tuition fees is drawn into the shady world of underground body modification.,9.912269,American Mary
152790,"After learning that a brain aneurysm will kill him in about 90 minutes, a perpetually unhappy man struggles to come to terms with his fate and make amends with everyone he has ever hurt.",9.911949,The Angriest Man in Brooklyn
273641,"Bad Grandpa .5 gives you a whole new perspective on the world of Irving Zisman with bonus scenes and pranks also featuring Spike Jonze as ""Gloria"" and Catherine Keener as Irving's wife ""Ellie"", plus a look at the evolution of Johnny Knoxville's naughty alter-ego, the makeup effects, and a behind-the-scenes peek at the idiocy it takes to make a hidden camera movie in public.",9.911275,Bad Grandpa .5
11901,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",9.91087,High Plains Drifter
23398,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",9.909961,Alvin and the Chipmunks: The Squeakquel
451955,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",9.907026,The Double Lover
11967,"A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.",9.905174,Young Guns
25562,"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",9.904821,Soapdish
20829,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",9.900376,Funny People
12606,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",9.898696,A Very Brady Sequel
2252,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,9.897909,Eastern Promises
204082,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter,Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",9.896704,Homefront
28124,"Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks.",9.896381,Seems Like Old Times
25754,"Set primarily in 1975 in the fictional town of Gatlin, Nebraska this remake of the 1984 original (based on Stephen King's 1977 short story) centers around traveling couple Burt and Vicky as they fight to survive a cult of murderous children who worship an entity known as He Who Walks Behind The Rows, which had years earlier manipulated the children into killing every adult in town.",9.895965,Children of the Corn
168530,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",9.895752,Ride Along
8321,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",9.895652,In Bruges
19794,"A young woman pretends to be pregnant in order to avoid being fired from her job. When that gets her a bunch of special treatment by everyone involved in her life, she tries to keep up the lie for nine months.",9.892713,Labor Pains
21876,"Von Ryan's Express stars Frank Sinatra as a POW colonel who leads a daring escape from Nazi Germany by taking over a freight train, but he has to win over the British soldiers he finds himself commanding.",9.891678,Von Ryan's Express
535,The popular 1980’s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. It’s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,9.888958,Flashdance
8487,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,9.887602,Wild Wild West
548,"In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.",9.887355,Rashomon
10610,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,9.885859,The Medallion
1939,A police detective falls in love with the woman whose murder he's investigating.,9.884516,Laura
2924,They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,9.883727,Backdraft
3085,"Hildy, the journalist former wife of newspaper editor Walter Burns, visits his office to inform him that she's engaged and will be getting remarried the next day. Walter can't let that happen and frames the fiancé, Bruce Baldwin, for one thing after another, to keep him temporarily held in prison, while trying to steer Hildy into returning to her old job as his employee.",9.88321,His Girl Friday
9603,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",9.882383,Clueless
14166,A 15-year-old girl incites chaos among her friends and a media frenzy when she accuses her drama teacher of sexual harassment.,9.880711,Pretty Persuasion
22004,"Two Arkansas firemen, Vince and Don, get hold of a map that leads to a cache of stolen gold in an abandoned factory in East St. Louis. What they don't know is that the factory is in the turf of a local gang, who come by to execute one of their enemies. Vince sees the shooting, the gang spots Vince, and extended mayhem ensues. As Vince and Don try to escape, gang leader King James argues with his subordinate Savon about how to get rid of the trespassers.",9.879725,Trespass
11443,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.",9.87957,Dead Presidents
11069,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",9.877868,Tremors 2: Aftershocks
9981,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",9.875573,Kicking & Screaming
509,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,9.874043,Notting Hill
19213,"At popular South Beach University, filthy rich super-snob Victoria English is the absolute queen of leading Greek student club, Sigma Sigma. In order to achieve her crowning ambition, winning FHM Magazine's annual best sorority, she must recruit atypical 'Sigmies' to fulfill the diversity criteria. Ambitious sycophant pledge Kristen Haas helps her attract 'losers' (too poor, ugly, unfashionable), who are cruelly put through excruciating hazing, without intent to actually enroll them. Gloria, the brightest and most assertive pledge, wins the heart of Derek 'baby Dick', Victoria's ideal, yet constantly abused boyfriend, whose bitch-addiction is cured by this alternative lover. Together they lead the revolt of the not-even-nerds.",9.867616,Pledge This!
2567,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",9.86738,The Aviator
1694,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,9.867238,Re-Animator
14172,"Action superstar, Jean-Claude Van Damme (Universal Soldier, Street Fighter), is back and at his hard-hitting best as Ben Archer, an ex-mob enforcer seeking revenge against a ruthless Chinese kingpin responsible for his wife's brutal murder. When Archer joins forces with his old underworld friends, an all-out war is waged against the Chinese Triad in this pulse-pounding action thriller.",9.866744,Wake of Death
48231,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",9.865944,A Dangerous Method
17360,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,9.865257,Escape to Victory
381289,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,9.863789,A Dog's Purpose
8836,"Six years after the events of The X-Files series finale, former FBI agent Doctor Dana Scully is now a staff physician at Our Lady of Sorrows, a Catholic hospital, and treating a boy named Christian who has Sandhoff disease, a terminal brain condition. FBI agent Drummy arrives to ask Scully’s help in locating Fox Mulder, the fugitive former head of the X-Files division, and says they will call off its manhunt for him if he will help investigate the disappearances of several women, including young FBI agent Monica Banan.  Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.",9.863584,The X Files: I Want to Believe
381040,Love for the same woman causes conflict between an over-achieving blind athlete and the brother who made him that way.,9.86258,My Blind Brother
79,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,9.861765,Hero
2246,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",9.861672,Malice
11596,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",9.860522,New Nightmare
15472,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",9.858687,The Girl with the Dragon Tattoo
82424,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,9.858179,Small Fry
51540,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",9.856955,Horrible Bosses
342737,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",9.855927,20th Century Women
24405,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,Chasers
9417,"Ryan Harrison, a violin god, superstar and sex symbol does not want to cheat on sexy Lauren Goodhue's husband with her. Mr. Goodhue is found murdered and Ryan suddenly finds himself being the main suspect. After being sentenced to death he manages to flee while being transferred to his execution site. Now, all the world is after him as he stumbles from one unfortunate incident to the next in order to prove himself innocent - by finding a mysterious one-eyed, one-armed, one-legged man...",9.852635,Wrongfully Accused
2486,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",9.851133,Eragon
50388,"Based on the seinen science fiction manga series by Iwahara Yuuji, serialised in Monthly Comic Beam.A mysterious virus, nicknamed Medusa, is spreading around Japan, turning its victims into stone. Given the impossibility of finding an immediate cure, the government opts for cryopreserving a select group of patients until they come up with a solution. Kasumi, one of the chosen ones, has been asleep for years and her awakening, more than a bed of roses, is a bed of thorns, and happens in the midst of total chaos where monstrous creatures lie in wait all around.",9.849854,King of Thorn
849,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,9.848674,Krull
8467,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",9.844558,Dumb and Dumber
47533,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",9.844083,Scooby-Doo! Curse of the Lake Monster
36819,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",9.841623,Time Bandits
68,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",9.837287,Brazil
31880,A pool boy and a gardener turn an empty mansion into a home for women who belong to the world's oldest profession.,9.837218,The Pool Boys
11507,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.",9.836894,Body Double
12783,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",9.835473,The Duchess
10112,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",9.834047,The Aristocats
27582,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",9.832342,The Mechanic
9350,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",9.830853,Cliffhanger
107985,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,9.830382,The World's End
